rep_pair,ARI
rep1_rep2,-0.004206273876712162
rep1_rep3,0.0017705512722871936
rep1_rep4,0.011082924996734205
rep1_rep5,-1.6722131844718583e-4
rep1_rep6,0.006334120243507327
rep1_rep7,-0.010787413247876977
rep1_rep8,0.0041376995027994435
rep1_rep9,-0.0061586153319348625
rep1_rep10,0.01655782499240297
rep1_rep11,0.017999893500375303
rep1_rep12,-0.002293569113313518
rep1_rep13,0.0017705512722871936
rep1_rep14,0.015240535376772247
rep1_rep15,0.004636002839569576
rep1_rep16,-0.0015517730560412374
rep1_rep17,0.012825565785471296
rep1_rep18,0.007189816761817317
rep1_rep19,-9.123753136899305e-4
rep1_rep20,-0.006420667426058399
rep1_rep21,-0.004929338430095359
rep1_rep22,-0.010201329699874227
rep1_rep23,-0.008692572402339425
rep1_rep24,-3.2198790328873193e-4
rep1_rep25,0.013625369979901856
rep1_rep26,-0.0026069466445237943
rep1_rep27,0.011967310056878832
rep1_rep28,-0.001786534593439878
rep1_rep29,0.01593918595855676
rep1_rep30,0.015394494661655777
rep1_rep31,-0.0014829938755808424
rep1_rep32,0.006992958568810073
rep1_rep33,0.006522237149368607
rep1_rep34,-0.0027122220079751833
rep1_rep35,-0.0053905432161561375
rep1_rep36,-0.003920012881432754
rep1_rep37,-0.022397267350957196
rep1_rep38,-0.016216889574216315
rep1_rep39,-0.011234802323764418
rep1_rep40,0.010984407458072132
rep1_rep41,-0.0043508697143637975
rep1_rep42,0.006331713912832669
rep1_rep43,0.018128675364913496
rep1_rep44,-0.006462907382716301
rep1_rep45,0.004331971595426749
rep1_rep46,-0.004001248702549768
rep1_rep47,0.0031138696976892796
rep1_rep48,0.003401606882421377
rep1_rep49,-0.004102752819233731
rep1_rep50,0.0037640389062676663
rep1_rep51,-0.009942881921162128
rep1_rep52,-0.007864584528357744
rep1_rep53,-0.00632921625959399
rep1_rep54,0.0052483114943654785
rep1_rep55,0.002297478688137196
rep1_rep56,-0.0010693912425237386
rep1_rep57,-0.004566342568887817
rep1_rep58,-0.011956606734903015
rep1_rep59,0.003637868814346929
rep1_rep60,-0.0018506582216618374
rep1_rep61,-0.009498864748173408
rep1_rep62,0.003794797589798454
rep1_rep63,-0.0050552712922871815
rep1_rep64,0.01065172598056498
rep1_rep65,-0.0020883045520752467
rep1_rep66,-0.010752724516498993
rep1_rep67,-0.01509562754053185
rep1_rep68,-0.0013596346665788216
rep1_rep69,0.0014279453769014783
rep1_rep70,0.005079985284091494
rep1_rep71,0.020036928585349636
rep1_rep72,-0.0030885183443045364
rep1_rep73,-0.007045460262385272
rep1_rep74,-0.005306778266762686
rep1_rep75,0.005723858416507149
rep1_rep76,0.01785502052142742
rep1_rep77,-2.709448962447309e-4
rep1_rep78,0.01116671846274152
rep1_rep79,-7.37229145606976e-4
rep1_rep80,0.006123425257574355
rep1_rep81,-0.010125441331151881
rep1_rep82,0.004685881873448634
rep1_rep83,0.006345509043162899
rep1_rep84,0.0031207497608328554
rep1_rep85,-2.3284573315537143e-4
rep1_rep86,-0.009212383189490327
rep1_rep87,-4.749239731078053e-4
rep1_rep88,-0.01699503758820945
rep1_rep89,0.005811330894338199
rep1_rep90,-0.00807132517720776
rep1_rep91,-0.0015699748995021466
rep1_rep92,-0.0074596516036033655
rep1_rep93,-0.002366543879306489
rep1_rep94,-0.0037770726837967976
rep1_rep95,0.017886441279054907
rep1_rep96,-0.013144148383969507
rep1_rep97,-0.0024105144815461583
rep1_rep98,0.0013904543855750707
rep1_rep99,0.0013904701388400866
rep1_rep100,0.02241558088103321
rep1_rep101,-0.006021434905311326
rep1_rep102,0.013586935604850045
rep1_rep103,-0.0036493758352790714
rep1_rep104,-0.006211483348667388
rep1_rep105,-0.007864584528357744
rep1_rep106,-0.0029940946533558144
rep1_rep107,0.0013256321022655304
rep1_rep108,0.001394281641809054
rep1_rep109,-0.0016041458160751356
rep1_rep110,0.0038354340875947487
rep1_rep111,-0.00761694710192192
rep1_rep112,-0.013640864504640242
rep1_rep113,-0.0023877337753127033
rep1_rep114,-0.00221505460904386
rep1_rep115,0.007134308371394782
rep1_rep116,-0.0026926199266586633
rep1_rep117,0.009478632067415293
rep1_rep118,-0.005150596304734981
rep1_rep119,-0.003715811316252787
rep1_rep120,-0.01403031919015585
rep1_rep121,-0.011941569828034269
rep1_rep122,-0.0071543649957984505
rep1_rep123,0.0075194340708623604
rep1_rep124,-0.0019659873171321593
rep1_rep125,-0.007094413864853411
rep1_rep126,-0.009747537734522032
rep1_rep127,-0.005499835865090688
rep1_rep128,-8.016176644484192e-6
rep1_rep129,0.016702285930002874
rep1_rep130,0.014297420272493566
rep1_rep131,-0.0028223547499111844
rep1_rep132,0.012596803361657838
rep1_rep133,5.711195192103396e-4
rep1_rep134,0.005572891153440019
rep1_rep135,-0.0028810491132036575
rep1_rep136,-0.00629721849517162
rep1_rep137,0.015340478356672967
rep1_rep138,-0.007413889340702544
rep1_rep139,-0.009031215320464867
rep1_rep140,-0.005294241129360927
rep1_rep141,0.00141150548096651
rep1_rep142,-0.0019442770522877947
rep1_rep143,-0.002510924187868277
rep1_rep144,0.010849190294656507
rep1_rep145,6.564456932071209e-4
rep1_rep146,-0.014891123803445582
rep1_rep147,-0.0053412595513935126
rep1_rep148,-0.009919551001105883
rep1_rep149,-0.009628702394853712
rep1_rep150,9.923781019420856e-4
rep1_rep151,-0.003952192377412769
rep1_rep152,0.00501113686997325
rep1_rep153,0.004454710896514548
rep1_rep154,-0.0013221153221617587
rep1_rep155,0.003337834304794235
rep1_rep156,-0.01377573712843062
rep1_rep157,-0.007297111445414019
rep1_rep158,0.017775171628132976
rep1_rep159,-0.019145508049569042
rep1_rep160,-0.007351707601712349
rep1_rep161,-0.006509698775890172
rep1_rep162,-0.014906546478409059
rep1_rep163,0.00730973036626931
rep1_rep164,-0.0010182527033174489
rep1_rep165,0.003715912605189531
rep1_rep166,0.006711810799544792
rep1_rep167,6.072927701899191e-4
rep1_rep168,0.006034154505647155
rep1_rep169,0.0013941332642231049
rep1_rep170,0.0011976150392466187
rep1_rep171,0.008954458328061202
rep1_rep172,0.012676570137654738
rep1_rep173,0.011538944538237525
rep1_rep174,0.011852759358228283
rep1_rep175,-0.016386191315973145
rep1_rep176,0.005197426374680864
rep1_rep177,-0.0049928741401787866
rep1_rep178,0.00786249188004579
rep1_rep179,-0.0013679439237440597
rep1_rep180,-0.0010409510251643505
rep1_rep181,-0.006901871198977328
rep1_rep182,0.012801728014247338
rep1_rep183,0.006250478196006713
rep1_rep184,-7.718010969021986e-4
rep1_rep185,0.003903467951554615
rep1_rep186,0.0017027631838741528
rep1_rep187,6.323284876798849e-5
rep1_rep188,-3.493986766092993e-4
rep1_rep189,-0.011059744550787044
rep1_rep190,0.013319277278718409
rep1_rep191,-0.01211253543852392
rep1_rep192,0.014018202105878005
rep1_rep193,-4.8620753080412604e-5
rep1_rep194,-0.012919344096088855
rep1_rep195,-0.00865864103343285
rep1_rep196,-0.010175096518870743
rep1_rep197,-0.007779611192036627
rep1_rep198,0.006605394492159618
rep1_rep199,-0.0028584752155795794
rep1_rep200,0.0029000073676911453
rep2_rep3,0.0025168144960587844
rep2_rep4,-0.008406879397155948
rep2_rep5,0.0021377576246111476
rep2_rep6,0.006888355662929993
rep2_rep7,0.0064664355071473376
rep2_rep8,0.0011621023919782933
rep2_rep9,-0.007686377688203495
rep2_rep10,0.003158902723453143
rep2_rep11,-3.356960382497397e-4
rep2_rep12,0.007570651088558691
rep2_rep13,0.008299946557172465
rep2_rep14,-0.006100821455943295
rep2_rep15,0.0066655083342889235
rep2_rep16,-3.5542055919049725e-4
rep2_rep17,-0.0016544035299698805
rep2_rep18,-0.0017681802520503995
rep2_rep19,-0.009932334584957382
rep2_rep20,-0.0012265384751334314
rep2_rep21,-0.0032870573468632195
rep2_rep22,4.2024081848854956e-4
rep2_rep23,4.5788356656735154e-4
rep2_rep24,0.007168394027830816
rep2_rep25,-0.013510561189801817
rep2_rep26,0.007682870605701716
rep2_rep27,-0.006972281673748356
rep2_rep28,-6.977880452720873e-4
rep2_rep29,-0.0032733169250058628
rep2_rep30,-0.0019935690189926245
rep2_rep31,0.006302345098923051
rep2_rep32,6.746826018016318e-4
rep2_rep33,0.0017965976148383016
rep2_rep34,-0.0075087984319129495
rep2_rep35,-0.004177530843208217
rep2_rep36,-0.014891937098597471
rep2_rep37,-0.006204696196617939
rep2_rep38,0.008810705613976353
rep2_rep39,0.004720463314383478
rep2_rep40,-0.011573812104906583
rep2_rep41,0.002147634097198585
rep2_rep42,-0.001552796954354547
rep2_rep43,0.005446026429973768
rep2_rep44,-0.003282521773005417
rep2_rep45,0.02539266006090474
rep2_rep46,0.010719840570952632
rep2_rep47,-0.005609601614462928
rep2_rep48,0.004914967816374022
rep2_rep49,0.01770613069626336
rep2_rep50,-0.006636034495624042
rep2_rep51,0.006045073144195152
rep2_rep52,0.007406811920035156
rep2_rep53,-4.924685224647127e-4
rep2_rep54,0.021583601872774066
rep2_rep55,-0.0018095375198498797
rep2_rep56,0.003081143230505735
rep2_rep57,0.008590958497950245
rep2_rep58,-0.0026535103937636246
rep2_rep59,3.513258087518958e-4
rep2_rep60,-0.0014864268499731044
rep2_rep61,0.0023424751362871228
rep2_rep62,-0.011224199092327388
rep2_rep63,0.009250638871362243
rep2_rep64,-0.003581845885070959
rep2_rep65,-0.003268575748076846
rep2_rep66,0.004138836103266176
rep2_rep67,-0.004215650313426111
rep2_rep68,0.012500643394005261
rep2_rep69,0.004687653567546381
rep2_rep70,-8.540682422916061e-4
rep2_rep71,-0.0035122252376762137
rep2_rep72,0.0023633983427597083
rep2_rep73,0.005242313369519792
rep2_rep74,0.003269211940644805
rep2_rep75,0.006481375490185432
rep2_rep76,0.002732376671462876
rep2_rep77,-0.009892723561077186
rep2_rep78,-0.00868891631826945
rep2_rep79,-0.0067246432369371225
rep2_rep80,-0.010026573306851033
rep2_rep81,6.333244155758274e-4
rep2_rep82,-0.006999345684175989
rep2_rep83,-9.111354606863798e-4
