rep_pair,ARI
rep2_rep84,-0.01122293900217191
rep2_rep85,0.013848392694772432
rep2_rep86,0.004356701157717441
rep2_rep87,-0.0025049666918639858
rep2_rep88,4.7258431416109857e-4
rep2_rep89,-0.0011603537838657011
rep2_rep90,-0.003365245518605021
rep2_rep91,0.003442043220551715
rep2_rep92,-0.010380556581568225
rep2_rep93,6.354469335004657e-4
rep2_rep94,-0.00623969509660795
rep2_rep95,0.0031273583775505076
rep2_rep96,-0.007474494133237586
rep2_rep97,0.001017483961695978
rep2_rep98,-0.0039088877940675285
rep2_rep99,2.3764854267537326e-5
rep2_rep100,-0.0027906901193769595
rep2_rep101,-0.00455145802308016
rep2_rep102,0.005668163688663644
rep2_rep103,-0.008666502561105733
rep2_rep104,-0.009049449626168578
rep2_rep105,-4.363300402103963e-4
rep2_rep106,0.00298108660086058
rep2_rep107,0.008422744588067245
rep2_rep108,0.0017164017369509386
rep2_rep109,-0.003304167669189781
rep2_rep110,-9.679294597613802e-4
rep2_rep111,0.007048791236175765
rep2_rep112,-0.014161828470640113
rep2_rep113,-0.001136428270085187
rep2_rep114,-4.2383749291746497e-4
rep2_rep115,0.0146984317916846
rep2_rep116,-0.005232851408989149
rep2_rep117,-0.001460512893167172
rep2_rep118,-0.0024262649606981066
rep2_rep119,-0.008564092066004602
rep2_rep120,-0.0019960770958065512
rep2_rep121,-0.01074734880447049
rep2_rep122,-0.01632525659265209
rep2_rep123,-0.005901624516027293
rep2_rep124,0.0037593015110752386
rep2_rep125,0.0026137807221073184
rep2_rep126,-0.0014632857185065528
rep2_rep127,0.00682206061316202
rep2_rep128,-4.68630442379308e-4
rep2_rep129,-0.004920344471596479
rep2_rep130,-0.007957977132074029
rep2_rep131,0.0036690827093914
rep2_rep132,0.0027905816593077025
rep2_rep133,-0.004331846625183228
rep2_rep134,0.0038336257494538287
rep2_rep135,-0.013138052644606752
rep2_rep136,-0.0013091762473234033
rep2_rep137,0.0010568703128249412
rep2_rep138,-0.006125969066776075
rep2_rep139,0.00364183517327103
rep2_rep140,-3.9999787849926457e-4
rep2_rep141,-0.0046017281944517605
rep2_rep142,0.002191109559273945
rep2_rep143,-0.013975229263811539
rep2_rep144,-0.0035625472796849277
rep2_rep145,-0.00406646248838309
rep2_rep146,0.0159020754380586
rep2_rep147,-8.134997905689266e-4
rep2_rep148,7.934913474754926e-4
rep2_rep149,0.001998983076085204
rep2_rep150,0.0032673758854611145
rep2_rep151,-0.002058969678636142
rep2_rep152,0.005030993570412181
rep2_rep153,-0.002229931539532711
rep2_rep154,0.00318946771365648
rep2_rep155,-0.012247187650183008
rep2_rep156,-0.008637447164653719
rep2_rep157,5.106966986233068e-4
rep2_rep158,-0.006777977763152903
rep2_rep159,0.0034641971034062315
rep2_rep160,-0.003467040862850022
rep2_rep161,-0.006798672672300613
rep2_rep162,-0.011489930821130557
rep2_rep163,-0.002229931539532711
rep2_rep164,-0.0031371372281122816
rep2_rep165,0.004602272964698376
rep2_rep166,-0.006907548862793141
rep2_rep167,-0.0010899252035641922
rep2_rep168,0.012835489912633537
rep2_rep169,-0.0027816542065013648
rep2_rep170,0.006767333117861057
rep2_rep171,-0.010188469023282755
rep2_rep172,0.011469713685376602
rep2_rep173,0.013985108546934343
rep2_rep174,0.0031517419752176497
rep2_rep175,-0.00432167212657256
rep2_rep176,0.0017823368269121458
rep2_rep177,0.013476447577121959
rep2_rep178,0.008127342966756166
rep2_rep179,-0.0021890097528632925
rep2_rep180,0.005054025163424997
rep2_rep181,-0.0019613854213692537
rep2_rep182,0.008799673378362276
rep2_rep183,0.0030318623800366065
rep2_rep184,-0.0016435167559454534
rep2_rep185,0.005862715665729186
rep2_rep186,-0.009164990983994186
rep2_rep187,0.0012833329166895275
rep2_rep188,-0.002501833000739848
rep2_rep189,-0.007171754054852437
rep2_rep190,-0.006886477001127241
rep2_rep191,-0.011474442698257608
rep2_rep192,-0.004398816542588246
rep2_rep193,0.010319000865758314
rep2_rep194,-0.009205551216013722
rep2_rep195,-0.002956100652919808
rep2_rep196,0.006099621593327564
rep2_rep197,-0.009047131156238309
rep2_rep198,-0.005892220473845066
rep2_rep199,-0.0023971155302717844
rep2_rep200,0.007884234831788824
rep3_rep4,0.005925221472880444
rep3_rep5,-0.011649509810422634
rep3_rep6,-0.00462173611349999
rep3_rep7,0.011689236558541025
rep3_rep8,8.197400667145471e-4
rep3_rep9,-0.0014312052201125177
rep3_rep10,-0.007923393289093868
rep3_rep11,0.01121068414807565
rep3_rep12,4.4935288059446814e-4
rep3_rep13,-0.0046096956374112015
rep3_rep14,-0.00455145802308016
rep3_rep15,-0.0010842862171029745
rep3_rep16,-0.004691095801818896
rep3_rep17,0.004689989320144575
rep3_rep18,-0.0037118633495479354
rep3_rep19,-0.008267965496390058
rep3_rep20,-0.0015171907275648264
rep3_rep21,-6.841137493042599e-4
rep3_rep22,-0.006540307475620261
rep3_rep23,0.0019259870719934365
rep3_rep24,-0.006069000517960623
rep3_rep25,-0.0032360665325265768
rep3_rep26,-0.005870642594449559
rep3_rep27,0.007871566404497378
rep3_rep28,-4.821124809739174e-4
rep3_rep29,0.009462741181709968
rep3_rep30,0.009979616823457504
rep3_rep31,0.010146326259434667
rep3_rep32,0.00226432093413703
rep3_rep33,-0.0019818572178656032
rep3_rep34,-0.008181582036198926
rep3_rep35,4.8204149081199223e-4
rep3_rep36,-0.005669831222862217
rep3_rep37,0.004716918802692616
rep3_rep38,-0.004404193417420841
rep3_rep39,-0.001851988890582348
rep3_rep40,0.004266144705865888
rep3_rep41,-0.0010801753780537281
rep3_rep42,8.68461259940454e-4
rep3_rep43,-0.006050788557442966
rep3_rep44,-0.0018300963900635583
rep3_rep45,-0.019048298146446815
rep3_rep46,0.0029863978681994256
rep3_rep47,-0.007746175695253825
rep3_rep48,-0.0012762118854728179
rep3_rep49,-0.01321403073005196
rep3_rep50,3.6992450005709414e-5
rep3_rep51,0.0021816877766813853
rep3_rep52,0.0038019549540840468
rep3_rep53,-0.0022492344556984695
rep3_rep54,-0.0016511868077586512
rep3_rep55,0.003584950555666961
rep3_rep56,-0.0033969219441089653
rep3_rep57,0.007105635648055854
rep3_rep58,-0.004457342751147031
rep3_rep59,-0.0025545485032398498
rep3_rep60,-0.005292754268261115
rep3_rep61,0.004842243141669858
rep3_rep62,-0.004292089994007422
rep3_rep63,0.003786304920796425
rep3_rep64,0.0069863514194726025
rep3_rep65,-0.00455145802308016
rep3_rep66,0.0012316740380335217
rep3_rep67,-4.223646845652708e-4
rep3_rep68,0.004097706828882796
rep3_rep69,3.777071890942713e-4
rep3_rep70,-0.0077347319145895915
rep3_rep71,0.010971752441547205
rep3_rep72,9.842991180135264e-4
rep3_rep73,-0.004093881251963571
rep3_rep74,0.0046119844388667975
rep3_rep75,0.006444288976317351
rep3_rep76,-0.004156937202898237
rep3_rep77,0.006773455470492327
rep3_rep78,-0.007168747791076764
rep3_rep79,-0.006959443143601682
rep3_rep80,-0.003395520300991246
rep3_rep81,-0.003738157743431602
rep3_rep82,-0.011854700840428129
rep3_rep83,0.004550993631550499
rep3_rep84,0.0037789153807368994
rep3_rep85,0.012732063139202618
rep3_rep86,-0.0036946977177299846
rep3_rep87,7.405524555152257e-4
rep3_rep88,-0.008522145139753952
rep3_rep89,0.0037743572298438322
rep3_rep90,-0.00981195269343247
rep3_rep91,-0.01330026372565014
rep3_rep92,-0.004758218697955373
rep3_rep93,-0.00966807835515443
rep3_rep94,1.1249072779660638e-4
rep3_rep95,-0.006327394115579754
rep3_rep96,-0.007885039417183652
rep3_rep97,0.005714523130674611
rep3_rep98,0.001079159602146287
rep3_rep99,-8.264758816636054e-4
rep3_rep100,-0.00792127313399897
rep3_rep101,0.006557316499497943
rep3_rep102,-0.004587767377443361
rep3_rep103,0.011134912132360786
rep3_rep104,4.470645755287882e-4
rep3_rep105,-0.005194028252092791
rep3_rep106,-3.609068631964202e-4
rep3_rep107,0.00368539496630061
rep3_rep108,-0.014814488458965765
rep3_rep109,0.0062305788021690105
rep3_rep110,0.0016527055158416606
rep3_rep111,-0.006329366134457624
rep3_rep112,-0.006907548862793141
rep3_rep113,0.0021654065494197986
rep3_rep114,-0.0056098210528126545
rep3_rep115,-0.005041478030588292
rep3_rep116,-7.454748804772946e-4
rep3_rep117,0.0020388516415634416
rep3_rep118,6.231388987128603e-4
rep3_rep119,3.957711292172924e-4
rep3_rep120,-0.0017662322079721536
rep3_rep121,-0.0068345088114610516
rep3_rep122,0.0013710776307500278
rep3_rep123,-8.922882856957601e-4
rep3_rep124,-0.008187111222478968
rep3_rep125,0.012369558007585798
rep3_rep126,0.01365431018732989
rep3_rep127,-0.011825808017344968
rep3_rep128,0.0016268218112595247
rep3_rep129,0.00416701096182843
rep3_rep130,-0.010557520286577768
rep3_rep131,-0.012774232114422707
rep3_rep132,0.01781079490593291
rep3_rep133,0.007373953147522365
rep3_rep134,-0.004420318047861272
rep3_rep135,-0.006144926837491183
rep3_rep136,0.013118213242265435
rep3_rep137,-0.006980086416572488
rep3_rep138,-0.003078465002602648
rep3_rep139,-0.010825828246612585
rep3_rep140,5.012598153937787e-4
rep3_rep141,0.009145248478157631
rep3_rep142,-0.007705599747454946
rep3_rep143,0.003982738353161519
rep3_rep144,-0.003586601059767927
rep3_rep145,0.0025155320340268486
rep3_rep146,-0.011164624369336264
rep3_rep147,-0.0015595572203626101
rep3_rep148,-0.007651136581780186
rep3_rep149,-0.003722948463988953
rep3_rep150,-0.0021953671833671784
rep3_rep151,-0.010175762538921405
rep3_rep152,-0.006043316159342998
rep3_rep153,-0.002925560062934171
rep3_rep154,0.0010637571722430586
rep3_rep155,-0.012565045280353937
rep3_rep156,-0.007621920975716545
rep3_rep157,-0.006660992163677486
rep3_rep158,0.0018869981851284783
rep3_rep159,-0.001027700075825209
rep3_rep160,-0.00727264327313667
rep3_rep161,0.0044572512397637485
rep3_rep162,0.005242698734221355
rep3_rep163,-6.034844660719788e-4
rep3_rep164,0.0026527467365296846
rep3_rep165,-0.008550474665866132
rep3_rep166,-0.008402265797116193
rep3_rep167,-0.006050788557442966
rep3_rep168,0.017716656363294676
rep3_rep169,0.0076558595579027024
rep3_rep170,0.0036688926899310806
rep3_rep171,-0.0022932523188133806
rep3_rep172,0.007473006445928793
rep3_rep173,0.005072002056361412
rep3_rep174,-0.00296434821951924
rep3_rep175,-0.01367262435566379
rep3_rep176,0.002933414702931887
rep3_rep177,0.0032659737379478566
rep3_rep178,0.002452982308641306
rep3_rep179,0.005165535156477024
rep3_rep180,0.0034713782161658645
rep3_rep181,-0.0032663175650548973
rep3_rep182,0.002950749203101899
rep3_rep183,-0.012194496085001772
rep3_rep184,0.0011494317225287439
rep3_rep185,0.011324543320024055
rep3_rep186,0.002209997890452248
rep3_rep187,-0.005426144926575345
rep3_rep188,0.008277438724097521
rep3_rep189,0.004002137777860668
rep3_rep190,-0.003943178246572582
rep3_rep191,-0.004526703401107181
rep3_rep192,-0.0029806598116143427
rep3_rep193,-9.372988166245971e-4
rep3_rep194,0.0044807824629219
rep3_rep195,9.436913126070989e-4
rep3_rep196,0.0033735748014089594
rep3_rep197,-0.00590502851482697
rep3_rep198,0.0023663703295441828
rep3_rep199,-0.004123077870405072
rep3_rep200,0.0011079237858784433
rep4_rep5,-0.010630215593988959
rep4_rep6,0.005248532972621538
rep4_rep7,0.005020075904177701
rep4_rep8,0.004988201726845066
rep4_rep9,0.010758693915019862
rep4_rep10,-3.769383089228322e-4
rep4_rep11,0.0088350846123388
rep4_rep12,-0.005809099136280664
rep4_rep13,-0.003134807241970371
rep4_rep14,-0.00797849924448086
rep4_rep15,-0.003963171242650625
rep4_rep16,-0.005831386461955265
rep4_rep17,0.004689989320144575
rep4_rep18,-0.00456900413806164
rep4_rep19,-0.013015436847253557
rep4_rep20,-0.007423036820879362
rep4_rep21,0.013824237429662925
rep4_rep22,0.0035610330606592445
rep4_rep23,-0.00610295538021424
rep4_rep24,-0.007140426503602753
rep4_rep25,-0.009829287033561835
rep4_rep26,-0.0010498414317755972
rep4_rep27,0.0018742442670461532
rep4_rep28,-0.004090190707630177
rep4_rep29,0.002257454842679529
rep4_rep30,0.009337094130211505
rep4_rep31,-3.2940259733413e-4
rep4_rep32,0.013584003404393582
rep4_rep33,-7.016418977405623e-4
rep4_rep34,0.0047521136922962495
rep4_rep35,-0.0022938041534134816
rep4_rep36,-0.0016589733737366118
rep4_rep37,0.0011323526871113748
rep4_rep38,0.002031261699170567
rep4_rep39,-0.00876131295189671
rep4_rep40,0.005561829618415184
rep4_rep41,0.0017705512722871936
rep4_rep42,0.0025540479975871173
rep4_rep43,-0.0019811771070296345
rep4_rep44,0.00486677325696436
rep4_rep45,0.00439765954353545
rep4_rep46,-0.0011848105081245475
rep4_rep47,-0.005269204569513931
rep4_rep48,-0.016054488349950758
rep4_rep49,0.0069274825654148066
rep4_rep50,3.6992450005709414e-5
rep4_rep51,-0.013143525097777326
rep4_rep52,0.0063722358701345724
rep4_rep53,0.001910260575055231
rep4_rep54,-7.025636551800373e-4
rep4_rep55,-0.0016975679304527633
rep4_rep56,0.002093622088416939
rep4_rep57,0.003231681826940192
rep4_rep58,-8.346049073431704e-4
rep4_rep59,0.006896380498487525
rep4_rep60,0.008147747671866282
rep4_rep61,0.0032756823280400585
rep4_rep62,-0.006771568459171107
rep4_rep63,-0.0025489173054624205
rep4_rep64,-0.004821183046407628
rep4_rep65,-0.012904871000244367
rep4_rep66,-0.0019811771070296345
rep4_rep67,0.017289891345472895
rep4_rep68,0.01062317955345747
rep4_rep69,0.00962211453980379
rep4_rep70,-0.012451266277196489
rep4_rep71,0.01023818800797891
rep4_rep72,-9.432689617244687e-4
rep4_rep73,-0.004930887717527363
rep4_rep74,-0.008205057506053298
rep4_rep75,9.032232348725315e-4
rep4_rep76,0.009662170425683453
rep4_rep77,6.29390242395623e-4
rep4_rep78,-0.00735740916558104
rep4_rep79,-0.0031671489754701142
rep4_rep80,0.007169516671248203
rep4_rep81,-0.0027895345908529883
rep4_rep82,0.0012166961844058653
rep4_rep83,1.970282143261314e-4
rep4_rep84,-0.002291136400744061
rep4_rep85,-0.010896291592401767
rep4_rep86,-0.008406879397155948
rep4_rep87,0.012686158754434114
rep4_rep88,-0.005253341237489735
rep4_rep89,-0.003620541907582146
rep4_rep90,-0.0031945742354152194
rep4_rep91,0.0054382673491307244
rep4_rep92,-0.00779202347228398
rep4_rep93,0.001429476218222423
rep4_rep94,-0.0030560553034874433
rep4_rep95,-0.004641930040854613
rep4_rep96,0.007560031267213481
rep4_rep97,0.005503824788468778
rep4_rep98,0.011614076712437933
rep4_rep99,8.719191938403017e-4
rep4_rep100,0.0015321246631685309
rep4_rep101,-0.004188298952999536
rep4_rep102,3.121411475659057e-4
rep4_rep103,-0.008232379931303779
rep4_rep104,-0.007138075743881196
rep4_rep105,0.004872905335771766
rep4_rep106,-0.010454347553976326
rep4_rep107,0.0023650234715569722
rep4_rep108,0.00278837406582838
rep4_rep109,-0.0053148109300160725
rep4_rep110,0.023798242240582683
rep4_rep111,-0.007276499655525349
rep4_rep112,-0.008406879397155948
rep4_rep113,-0.0034026525635428386
rep4_rep114,0.0032012364268881807
rep4_rep115,0.004786244733884329
rep4_rep116,-0.0026637142419503198
rep4_rep117,0.0024526000446971215
rep4_rep118,-0.011508901903730686
rep4_rep119,0.009988901924522309
rep4_rep120,0.007247088647369498
rep4_rep121,0.0034136447898400223
rep4_rep122,0.004904072607943166
rep4_rep123,0.0025227550635872503
rep4_rep124,0.003877811943446794
rep4_rep125,-0.0019811771070296345
rep4_rep126,-0.009923674429706049
rep4_rep127,0.0015431121609837523
rep4_rep128,-0.002014140117134466
rep4_rep129,0.009652130939436593
rep4_rep130,0.018383106873711686
rep4_rep131,0.006225610739273643
rep4_rep132,-0.008115207946939146
rep4_rep133,0.0015171763935496387
rep4_rep134,-0.009990908548979957
rep4_rep135,0.009472461990732687
rep4_rep136,6.430447982256159e-4
rep4_rep137,0.015281955774932066
rep4_rep138,-0.00345669971791283
rep4_rep139,7.405524555152257e-4
rep4_rep140,-0.0012014637624334892
rep4_rep141,-9.26155786878396e-4
rep4_rep142,0.003673403919590748
rep4_rep143,0.002269344504505523
rep4_rep144,-0.00509845357995965
rep4_rep145,-0.0038146578588341353
rep4_rep146,0.011414414507537638
rep4_rep147,0.001855306893706015
rep4_rep148,0.012874024585981185
rep4_rep149,0.005380254469647602
rep4_rep150,0.0023026244197212405
rep4_rep151,0.015499538092276182
rep4_rep152,-0.004974421858281223
rep4_rep153,0.007629329013712158
rep4_rep154,-0.006146723828318203
rep4_rep155,9.385092645870903e-4
rep4_rep156,-0.001186465859125137
rep4_rep157,0.0053412111872520535
rep4_rep158,-0.002074890679461315
rep4_rep159,-0.0043262988161409735
rep4_rep160,8.252913703893693e-4
rep4_rep161,0.009607720299958978
rep4_rep162,0.003918877230635718
rep4_rep163,-0.0060920267859280695
rep4_rep164,0.009562539219659178
rep4_rep165,-0.01878956577922518
rep4_rep166,0.009928489974791269
rep4_rep167,-0.007335929015468229
rep4_rep168,0.0037881185499469786
rep4_rep169,-0.0018221169506178073
rep4_rep170,0.00387212188061136
rep4_rep171,-0.012532343432172428
rep4_rep172,0.005609105988550255
rep4_rep173,0.005261602437103411
rep4_rep174,-0.00296434821951924
rep4_rep175,4.2928443645442083e-4
rep4_rep176,-0.006090681100835146
rep4_rep177,-0.0012987847069122233
rep4_rep178,0.004528257428188341
rep4_rep179,3.642105192013337e-4
rep4_rep180,-0.0012717375467272056
rep4_rep181,-0.0032663175650548973
rep4_rep182,0.010057599208782094
rep4_rep183,-0.00709099442406899
rep4_rep184,-0.0054422816585558255
rep4_rep185,-0.009491935798264997
