pyo_id,original_pyov_id,syn_groups,syn_group
PYO_73,228,228;229;230,229
PYO_73,228,228;229;230,230
PYO_74,229,228;229;230,228
PYO_74,229,228;229;230,229
PYO_74,229,228;229;230,230
PYO_75,230,228;229;230,228
PYO_75,230,228;229;230,229
PYO_75,230,228;229;230,230
PYO_76,249,249;250;251;252,249
PYO_76,249,249;250;251;252,250
PYO_76,249,249;250;251;252,251
PYO_76,249,249;250;251;252,252
PYO_77,250,249;250;251;252,249
PYO_77,250,249;250;251;252,250
PYO_77,250,249;250;251;252,251
PYO_77,250,249;250;251;252,252
PYO_78,251,249;250;251;252,249
PYO_78,251,249;250;251;252,250
PYO_78,251,249;250;251;252,251
PYO_78,251,249;250;251;252,252
PYO_79,252,249;250;251;252,249
PYO_79,252,249;250;251;252,250
PYO_79,252,249;250;251;252,251
PYO_79,252,249;250;251;252,252
PYO_80,255,255,255
PYO_81,264,264;265;266,264
PYO_81,264,264;265;266,265
PYO_81,264,264;265;266,266
PYO_82,265,264;265;266,264
PYO_82,265,264;265;266,265
PYO_82,265,264;265;266,266
PYO_83,266,264;265;266,264
PYO_83,266,264;265;266,265
PYO_83,266,264;265;266,266
PYO_84,267,267;268;269;270,267
PYO_84,267,267;268;269;270,268
PYO_84,267,267;268;269;270,269
PYO_84,267,267;268;269;270,270
PYO_85,268,267;268;269;270,267
PYO_85,268,267;268;269;270,268
PYO_85,268,267;268;269;270,269
PYO_85,268,267;268;269;270,270
PYO_86,269,267;268;269;270,267
PYO_86,269,267;268;269;270,268
PYO_86,269,267;268;269;270,269
PYO_86,269,267;268;269;270,270
PYO_87,270,267;268;269;270,267
PYO_87,270,267;268;269;270,268
PYO_87,270,267;268;269;270,269
PYO_87,270,267;268;269;270,270
PYO_88,273,273;274,273
PYO_88,273,273;274,274
PYO_89,274,273;274,273
PYO_89,274,273;274,274
PYO_90,275,275;276;277;278,275
PYO_90,275,275;276;277;278,276
PYO_90,275,275;276;277;278,277
PYO_90,275,275;276;277;278,278
PYO_91,276,275;276;277;278,275
PYO_91,276,275;276;277;278,276
PYO_91,276,275;276;277;278,277
PYO_91,276,275;276;277;278,278
PYO_92,277,275;276;277;278,275
PYO_92,277,275;276;277;278,276
PYO_92,277,275;276;277;278,277
PYO_92,277,275;276;277;278,278
PYO_93,278,275;276;277;278,275
PYO_93,278,275;276;277;278,276
PYO_93,278,275;276;277;278,277
PYO_93,278,275;276;277;278,278
