"replicate","modularity"
1,0.0306309993613391
2,0.0305018174827864
3,0.0298351555822459
4,0.0302683765938721
5,0.0301612380489386
6,0.0296234601440641
7,0.030509761026433
8,0.0304159279171076
9,0.0299669191124838
10,0.0304306234728538
11,0.0298062609422314
12,0.0305282297654113
13,0.0297710114672997
14,0.0302942924050191
15,0.0296657595139823
16,0.0304840438038771
17,0.0298313823990138
18,0.0297378471725751
19,0.0298704050571777
20,0.0296589082075871
