source,target,source_type,target_type,edge_type
PYO_16,STR_0173,pyoverdine,strain,utilization
PYO_17,STR_0173,pyoverdine,strain,utilization
PYO_18,STR_0173,pyoverdine,strain,utilization
PYO_19,STR_0173,pyoverdine,strain,utilization
PYO_20,STR_0173,pyoverdine,strain,utilization
PYO_53,STR_0173,pyoverdine,strain,utilization
PYO_54,STR_0173,pyoverdine,strain,utilization
PYO_21,STR_0174,pyoverdine,strain,utilization
PYO_22,STR_0174,pyoverdine,strain,utilization
PYO_23,STR_0174,pyoverdine,strain,utilization
PYO_24,STR_0174,pyoverdine,strain,utilization
PYO_25,STR_0174,pyoverdine,strain,utilization
PYO_26,STR_0174,pyoverdine,strain,utilization
PYO_27,STR_0174,pyoverdine,strain,utilization
PYO_28,STR_0174,pyoverdine,strain,utilization
PYO_90,STR_0174,pyoverdine,strain,utilization
PYO_91,STR_0174,pyoverdine,strain,utilization
PYO_92,STR_0174,pyoverdine,strain,utilization
PYO_93,STR_0174,pyoverdine,strain,utilization
PYO_14,STR_0175,pyoverdine,strain,utilization
PYO_15,STR_0175,pyoverdine,strain,utilization
PYO_16,STR_0175,pyoverdine,strain,utilization
PYO_17,STR_0175,pyoverdine,strain,utilization
PYO_18,STR_0175,pyoverdine,strain,utilization
PYO_19,STR_0175,pyoverdine,strain,utilization
PYO_20,STR_0175,pyoverdine,strain,utilization
PYO_50,STR_0175,pyoverdine,strain,utilization
PYO_51,STR_0175,pyoverdine,strain,utilization
PYO_52,STR_0175,pyoverdine,strain,utilization
PYO_88,STR_0175,pyoverdine,strain,utilization
PYO_89,STR_0175,pyoverdine,strain,utilization
PYO_90,STR_0175,pyoverdine,strain,utilization
PYO_91,STR_0175,pyoverdine,strain,utilization
PYO_92,STR_0175,pyoverdine,strain,utilization
PYO_93,STR_0175,pyoverdine,strain,utilization
PYO_21,STR_0176,pyoverdine,strain,utilization
PYO_22,STR_0176,pyoverdine,strain,utilization
PYO_23,STR_0176,pyoverdine,strain,utilization
PYO_24,STR_0176,pyoverdine,strain,utilization
PYO_25,STR_0176,pyoverdine,strain,utilization
PYO_26,STR_0176,pyoverdine,strain,utilization
PYO_27,STR_0176,pyoverdine,strain,utilization
PYO_28,STR_0176,pyoverdine,strain,utilization
PYO_12,STR_0177,pyoverdine,strain,utilization
PYO_13,STR_0177,pyoverdine,strain,utilization
PYO_14,STR_0177,pyoverdine,strain,utilization
PYO_15,STR_0177,pyoverdine,strain,utilization
PYO_16,STR_0177,pyoverdine,strain,utilization
PYO_17,STR_0177,pyoverdine,strain,utilization
PYO_18,STR_0177,pyoverdine,strain,utilization
PYO_19,STR_0177,pyoverdine,strain,utilization
PYO_20,STR_0177,pyoverdine,strain,utilization
PYO_32,STR_0177,pyoverdine,strain,utilization
PYO_33,STR_0177,pyoverdine,strain,utilization
PYO_34,STR_0177,pyoverdine,strain,utilization
PYO_35,STR_0177,pyoverdine,strain,utilization
PYO_36,STR_0177,pyoverdine,strain,utilization
PYO_37,STR_0177,pyoverdine,strain,utilization
PYO_38,STR_0177,pyoverdine,strain,utilization
PYO_39,STR_0177,pyoverdine,strain,utilization
PYO_40,STR_0177,pyoverdine,strain,utilization
PYO_41,STR_0177,pyoverdine,strain,utilization
PYO_42,STR_0177,pyoverdine,strain,utilization
PYO_43,STR_0177,pyoverdine,strain,utilization
PYO_44,STR_0177,pyoverdine,strain,utilization
PYO_45,STR_0177,pyoverdine,strain,utilization
PYO_46,STR_0177,pyoverdine,strain,utilization
PYO_50,STR_0177,pyoverdine,strain,utilization
PYO_51,STR_0177,pyoverdine,strain,utilization
PYO_52,STR_0177,pyoverdine,strain,utilization
PYO_67,STR_0177,pyoverdine,strain,utilization
PYO_68,STR_0177,pyoverdine,strain,utilization
PYO_69,STR_0177,pyoverdine,strain,utilization
PYO_70,STR_0177,pyoverdine,strain,utilization
PYO_71,STR_0177,pyoverdine,strain,utilization
PYO_72,STR_0177,pyoverdine,strain,utilization
PYO_90,STR_0177,pyoverdine,strain,utilization
PYO_91,STR_0177,pyoverdine,strain,utilization
PYO_92,STR_0177,pyoverdine,strain,utilization
PYO_93,STR_0177,pyoverdine,strain,utilization
PYO_32,STR_0178,pyoverdine,strain,utilization
PYO_33,STR_0178,pyoverdine,strain,utilization
PYO_34,STR_0178,pyoverdine,strain,utilization
PYO_35,STR_0178,pyoverdine,strain,utilization
PYO_36,STR_0178,pyoverdine,strain,utilization
PYO_37,STR_0178,pyoverdine,strain,utilization
PYO_38,STR_0178,pyoverdine,strain,utilization
PYO_39,STR_0178,pyoverdine,strain,utilization
PYO_40,STR_0178,pyoverdine,strain,utilization
PYO_41,STR_0178,pyoverdine,strain,utilization
PYO_42,STR_0178,pyoverdine,strain,utilization
PYO_43,STR_0178,pyoverdine,strain,utilization
PYO_44,STR_0178,pyoverdine,strain,utilization
PYO_45,STR_0178,pyoverdine,strain,utilization
PYO_47,STR_0178,pyoverdine,strain,utilization
PYO_48,STR_0178,pyoverdine,strain,utilization
PYO_90,STR_0178,pyoverdine,strain,utilization
PYO_91,STR_0178,pyoverdine,strain,utilization
PYO_92,STR_0178,pyoverdine,strain,utilization
PYO_93,STR_0178,pyoverdine,strain,utilization
PYO_90,STR_0179,pyoverdine,strain,utilization
PYO_91,STR_0179,pyoverdine,strain,utilization
PYO_92,STR_0179,pyoverdine,strain,utilization
PYO_93,STR_0179,pyoverdine,strain,utilization
PYO_47,STR_0180,pyoverdine,strain,utilization
PYO_48,STR_0180,pyoverdine,strain,utilization
PYO_21,STR_0181,pyoverdine,strain,utilization
PYO_22,STR_0181,pyoverdine,strain,utilization
PYO_23,STR_0181,pyoverdine,strain,utilization
PYO_24,STR_0181,pyoverdine,strain,utilization
PYO_25,STR_0181,pyoverdine,strain,utilization
PYO_26,STR_0181,pyoverdine,strain,utilization
PYO_27,STR_0181,pyoverdine,strain,utilization
PYO_28,STR_0181,pyoverdine,strain,utilization
PYO_90,STR_0181,pyoverdine,strain,utilization
PYO_91,STR_0181,pyoverdine,strain,utilization
PYO_92,STR_0181,pyoverdine,strain,utilization
PYO_93,STR_0181,pyoverdine,strain,utilization
PYO_12,STR_0182,pyoverdine,strain,utilization
PYO_13,STR_0182,pyoverdine,strain,utilization
PYO_12,STR_0183,pyoverdine,strain,utilization
PYO_13,STR_0183,pyoverdine,strain,utilization
PYO_21,STR_0184,pyoverdine,strain,utilization
PYO_22,STR_0184,pyoverdine,strain,utilization
PYO_23,STR_0184,pyoverdine,strain,utilization
PYO_24,STR_0184,pyoverdine,strain,utilization
PYO_25,STR_0184,pyoverdine,strain,utilization
PYO_26,STR_0184,pyoverdine,strain,utilization
PYO_27,STR_0184,pyoverdine,strain,utilization
PYO_28,STR_0184,pyoverdine,strain,utilization
PYO_50,STR_0184,pyoverdine,strain,utilization
PYO_51,STR_0184,pyoverdine,strain,utilization
PYO_52,STR_0184,pyoverdine,strain,utilization
PYO_12,STR_0185,pyoverdine,strain,utilization
PYO_13,STR_0185,pyoverdine,strain,utilization
PYO_14,STR_0185,pyoverdine,strain,utilization
PYO_15,STR_0185,pyoverdine,strain,utilization
PYO_16,STR_0185,pyoverdine,strain,utilization
PYO_17,STR_0185,pyoverdine,strain,utilization
PYO_18,STR_0185,pyoverdine,strain,utilization
PYO_19,STR_0185,pyoverdine,strain,utilization
PYO_20,STR_0185,pyoverdine,strain,utilization
PYO_21,STR_0185,pyoverdine,strain,utilization
PYO_22,STR_0185,pyoverdine,strain,utilization
PYO_23,STR_0185,pyoverdine,strain,utilization
PYO_24,STR_0185,pyoverdine,strain,utilization
PYO_25,STR_0185,pyoverdine,strain,utilization
PYO_26,STR_0185,pyoverdine,strain,utilization
PYO_27,STR_0185,pyoverdine,strain,utilization
PYO_28,STR_0185,pyoverdine,strain,utilization
PYO_50,STR_0185,pyoverdine,strain,utilization
PYO_51,STR_0185,pyoverdine,strain,utilization
PYO_52,STR_0185,pyoverdine,strain,utilization
PYO_90,STR_0185,pyoverdine,strain,utilization
PYO_91,STR_0185,pyoverdine,strain,utilization
PYO_92,STR_0185,pyoverdine,strain,utilization
PYO_93,STR_0185,pyoverdine,strain,utilization
PYO_21,STR_0186,pyoverdine,strain,utilization
PYO_22,STR_0186,pyoverdine,strain,utilization
PYO_23,STR_0186,pyoverdine,strain,utilization
PYO_24,STR_0186,pyoverdine,strain,utilization
PYO_25,STR_0186,pyoverdine,strain,utilization
PYO_26,STR_0186,pyoverdine,strain,utilization
PYO_27,STR_0186,pyoverdine,strain,utilization
PYO_28,STR_0186,pyoverdine,strain,utilization
PYO_50,STR_0186,pyoverdine,strain,utilization
PYO_51,STR_0186,pyoverdine,strain,utilization
PYO_52,STR_0186,pyoverdine,strain,utilization
PYO_90,STR_0186,pyoverdine,strain,utilization
PYO_91,STR_0186,pyoverdine,strain,utilization
PYO_92,STR_0186,pyoverdine,strain,utilization
PYO_93,STR_0186,pyoverdine,strain,utilization
PYO_21,STR_0187,pyoverdine,strain,utilization
PYO_22,STR_0187,pyoverdine,strain,utilization
PYO_23,STR_0187,pyoverdine,strain,utilization
PYO_24,STR_0187,pyoverdine,strain,utilization
PYO_25,STR_0187,pyoverdine,strain,utilization
PYO_26,STR_0187,pyoverdine,strain,utilization
PYO_27,STR_0187,pyoverdine,strain,utilization
PYO_28,STR_0187,pyoverdine,strain,utilization
PYO_50,STR_0187,pyoverdine,strain,utilization
PYO_51,STR_0187,pyoverdine,strain,utilization
PYO_52,STR_0187,pyoverdine,strain,utilization
PYO_90,STR_0187,pyoverdine,strain,utilization
PYO_91,STR_0187,pyoverdine,strain,utilization
PYO_92,STR_0187,pyoverdine,strain,utilization
PYO_93,STR_0187,pyoverdine,strain,utilization
PYO_21,STR_0188,pyoverdine,strain,utilization
PYO_22,STR_0188,pyoverdine,strain,utilization
PYO_23,STR_0188,pyoverdine,strain,utilization
PYO_24,STR_0188,pyoverdine,strain,utilization
PYO_25,STR_0188,pyoverdine,strain,utilization
PYO_26,STR_0188,pyoverdine,strain,utilization
PYO_27,STR_0188,pyoverdine,strain,utilization
PYO_28,STR_0188,pyoverdine,strain,utilization
PYO_21,STR_0189,pyoverdine,strain,utilization
PYO_22,STR_0189,pyoverdine,strain,utilization
PYO_23,STR_0189,pyoverdine,strain,utilization
PYO_24,STR_0189,pyoverdine,strain,utilization
PYO_25,STR_0189,pyoverdine,strain,utilization
PYO_26,STR_0189,pyoverdine,strain,utilization
PYO_27,STR_0189,pyoverdine,strain,utilization
PYO_28,STR_0189,pyoverdine,strain,utilization
PYO_50,STR_0189,pyoverdine,strain,utilization
PYO_51,STR_0189,pyoverdine,strain,utilization
PYO_52,STR_0189,pyoverdine,strain,utilization
PYO_58,STR_0189,pyoverdine,strain,utilization
PYO_59,STR_0189,pyoverdine,strain,utilization
PYO_60,STR_0189,pyoverdine,strain,utilization
PYO_61,STR_0189,pyoverdine,strain,utilization
PYO_62,STR_0189,pyoverdine,strain,utilization
PYO_63,STR_0189,pyoverdine,strain,utilization
PYO_64,STR_0189,pyoverdine,strain,utilization
PYO_65,STR_0189,pyoverdine,strain,utilization
PYO_21,STR_0190,pyoverdine,strain,utilization
PYO_22,STR_0190,pyoverdine,strain,utilization
PYO_23,STR_0190,pyoverdine,strain,utilization
PYO_24,STR_0190,pyoverdine,strain,utilization
PYO_25,STR_0190,pyoverdine,strain,utilization
PYO_26,STR_0190,pyoverdine,strain,utilization
PYO_27,STR_0190,pyoverdine,strain,utilization
PYO_28,STR_0190,pyoverdine,strain,utilization
PYO_50,STR_0190,pyoverdine,strain,utilization
PYO_51,STR_0190,pyoverdine,strain,utilization
PYO_52,STR_0190,pyoverdine,strain,utilization
PYO_58,STR_0190,pyoverdine,strain,utilization
PYO_59,STR_0190,pyoverdine,strain,utilization
PYO_60,STR_0190,pyoverdine,strain,utilization
PYO_61,STR_0190,pyoverdine,strain,utilization
PYO_62,STR_0190,pyoverdine,strain,utilization
PYO_63,STR_0190,pyoverdine,strain,utilization
PYO_64,STR_0190,pyoverdine,strain,utilization
PYO_65,STR_0190,pyoverdine,strain,utilization
PYO_21,STR_0191,pyoverdine,strain,utilization
PYO_22,STR_0191,pyoverdine,strain,utilization
PYO_23,STR_0191,pyoverdine,strain,utilization
PYO_24,STR_0191,pyoverdine,strain,utilization
PYO_25,STR_0191,pyoverdine,strain,utilization
PYO_26,STR_0191,pyoverdine,strain,utilization
PYO_27,STR_0191,pyoverdine,strain,utilization
PYO_28,STR_0191,pyoverdine,strain,utilization
PYO_21,STR_0192,pyoverdine,strain,utilization
PYO_22,STR_0192,pyoverdine,strain,utilization
PYO_23,STR_0192,pyoverdine,strain,utilization
PYO_24,STR_0192,pyoverdine,strain,utilization
PYO_25,STR_0192,pyoverdine,strain,utilization
PYO_26,STR_0192,pyoverdine,strain,utilization
PYO_27,STR_0192,pyoverdine,strain,utilization
PYO_28,STR_0192,pyoverdine,strain,utilization
PYO_50,STR_0192,pyoverdine,strain,utilization
PYO_51,STR_0192,pyoverdine,strain,utilization
PYO_52,STR_0192,pyoverdine,strain,utilization
PYO_58,STR_0192,pyoverdine,strain,utilization
PYO_59,STR_0192,pyoverdine,strain,utilization
PYO_60,STR_0192,pyoverdine,strain,utilization
PYO_61,STR_0192,pyoverdine,strain,utilization
PYO_62,STR_0192,pyoverdine,strain,utilization
PYO_63,STR_0192,pyoverdine,strain,utilization
PYO_64,STR_0192,pyoverdine,strain,utilization
PYO_65,STR_0192,pyoverdine,strain,utilization
PYO_21,STR_0193,pyoverdine,strain,utilization
PYO_22,STR_0193,pyoverdine,strain,utilization
PYO_23,STR_0193,pyoverdine,strain,utilization
PYO_24,STR_0193,pyoverdine,strain,utilization
PYO_25,STR_0193,pyoverdine,strain,utilization
PYO_26,STR_0193,pyoverdine,strain,utilization
PYO_27,STR_0193,pyoverdine,strain,utilization
PYO_28,STR_0193,pyoverdine,strain,utilization
PYO_21,STR_0194,pyoverdine,strain,utilization
PYO_22,STR_0194,pyoverdine,strain,utilization
PYO_23,STR_0194,pyoverdine,strain,utilization
PYO_24,STR_0194,pyoverdine,strain,utilization
PYO_25,STR_0194,pyoverdine,strain,utilization
PYO_26,STR_0194,pyoverdine,strain,utilization
PYO_27,STR_0194,pyoverdine,strain,utilization
PYO_28,STR_0194,pyoverdine,strain,utilization
PYO_50,STR_0194,pyoverdine,strain,utilization
PYO_51,STR_0194,pyoverdine,strain,utilization
PYO_52,STR_0194,pyoverdine,strain,utilization
PYO_58,STR_0194,pyoverdine,strain,utilization
PYO_59,STR_0194,pyoverdine,strain,utilization
PYO_60,STR_0194,pyoverdine,strain,utilization
PYO_61,STR_0194,pyoverdine,strain,utilization
PYO_62,STR_0194,pyoverdine,strain,utilization
PYO_63,STR_0194,pyoverdine,strain,utilization
PYO_64,STR_0194,pyoverdine,strain,utilization
PYO_65,STR_0194,pyoverdine,strain,utilization
PYO_12,STR_0195,pyoverdine,strain,utilization
PYO_13,STR_0195,pyoverdine,strain,utilization
PYO_14,STR_0195,pyoverdine,strain,utilization
PYO_15,STR_0195,pyoverdine,strain,utilization
PYO_16,STR_0195,pyoverdine,strain,utilization
PYO_17,STR_0195,pyoverdine,strain,utilization
PYO_18,STR_0195,pyoverdine,strain,utilization
PYO_19,STR_0195,pyoverdine,strain,utilization
PYO_20,STR_0195,pyoverdine,strain,utilization
PYO_32,STR_0195,pyoverdine,strain,utilization
PYO_33,STR_0195,pyoverdine,strain,utilization
PYO_34,STR_0195,pyoverdine,strain,utilization
PYO_35,STR_0195,pyoverdine,strain,utilization
PYO_36,STR_0195,pyoverdine,strain,utilization
PYO_37,STR_0195,pyoverdine,strain,utilization
PYO_38,STR_0195,pyoverdine,strain,utilization
PYO_39,STR_0195,pyoverdine,strain,utilization
PYO_40,STR_0195,pyoverdine,strain,utilization
PYO_41,STR_0195,pyoverdine,strain,utilization
PYO_42,STR_0195,pyoverdine,strain,utilization
PYO_43,STR_0195,pyoverdine,strain,utilization
PYO_44,STR_0195,pyoverdine,strain,utilization
PYO_45,STR_0195,pyoverdine,strain,utilization
PYO_46,STR_0195,pyoverdine,strain,utilization
PYO_50,STR_0195,pyoverdine,strain,utilization
PYO_51,STR_0195,pyoverdine,strain,utilization
PYO_52,STR_0195,pyoverdine,strain,utilization
PYO_81,STR_0195,pyoverdine,strain,utilization
PYO_82,STR_0195,pyoverdine,strain,utilization
PYO_83,STR_0195,pyoverdine,strain,utilization
PYO_90,STR_0195,pyoverdine,strain,utilization
PYO_91,STR_0195,pyoverdine,strain,utilization
PYO_92,STR_0195,pyoverdine,strain,utilization
PYO_93,STR_0195,pyoverdine,strain,utilization
PYO_12,STR_0196,pyoverdine,strain,utilization
PYO_13,STR_0196,pyoverdine,strain,utilization
PYO_14,STR_0196,pyoverdine,strain,utilization
PYO_15,STR_0196,pyoverdine,strain,utilization
PYO_16,STR_0196,pyoverdine,strain,utilization
PYO_17,STR_0196,pyoverdine,strain,utilization
PYO_18,STR_0196,pyoverdine,strain,utilization
PYO_19,STR_0196,pyoverdine,strain,utilization
PYO_20,STR_0196,pyoverdine,strain,utilization
PYO_21,STR_0196,pyoverdine,strain,utilization
PYO_22,STR_0196,pyoverdine,strain,utilization
PYO_23,STR_0196,pyoverdine,strain,utilization
PYO_24,STR_0196,pyoverdine,strain,utilization
PYO_25,STR_0196,pyoverdine,strain,utilization
PYO_26,STR_0196,pyoverdine,strain,utilization
PYO_27,STR_0196,pyoverdine,strain,utilization
PYO_28,STR_0196,pyoverdine,strain,utilization
PYO_50,STR_0196,pyoverdine,strain,utilization
PYO_51,STR_0196,pyoverdine,strain,utilization
PYO_52,STR_0196,pyoverdine,strain,utilization
PYO_90,STR_0196,pyoverdine,strain,utilization
PYO_91,STR_0196,pyoverdine,strain,utilization
PYO_92,STR_0196,pyoverdine,strain,utilization
PYO_93,STR_0196,pyoverdine,strain,utilization
PYO_12,STR_0197,pyoverdine,strain,utilization
PYO_13,STR_0197,pyoverdine,strain,utilization
PYO_12,STR_0198,pyoverdine,strain,utilization
PYO_13,STR_0198,pyoverdine,strain,utilization
PYO_14,STR_0198,pyoverdine,strain,utilization
PYO_15,STR_0198,pyoverdine,strain,utilization
PYO_16,STR_0198,pyoverdine,strain,utilization
PYO_17,STR_0198,pyoverdine,strain,utilization
PYO_18,STR_0198,pyoverdine,strain,utilization
PYO_19,STR_0198,pyoverdine,strain,utilization
PYO_20,STR_0198,pyoverdine,strain,utilization
PYO_21,STR_0198,pyoverdine,strain,utilization
PYO_22,STR_0198,pyoverdine,strain,utilization
PYO_23,STR_0198,pyoverdine,strain,utilization
PYO_24,STR_0198,pyoverdine,strain,utilization
PYO_25,STR_0198,pyoverdine,strain,utilization
PYO_26,STR_0198,pyoverdine,strain,utilization
PYO_27,STR_0198,pyoverdine,strain,utilization
PYO_28,STR_0198,pyoverdine,strain,utilization
PYO_46,STR_0198,pyoverdine,strain,utilization
PYO_50,STR_0198,pyoverdine,strain,utilization
PYO_51,STR_0198,pyoverdine,strain,utilization
PYO_52,STR_0198,pyoverdine,strain,utilization
PYO_90,STR_0198,pyoverdine,strain,utilization
PYO_91,STR_0198,pyoverdine,strain,utilization
PYO_92,STR_0198,pyoverdine,strain,utilization
PYO_93,STR_0198,pyoverdine,strain,utilization
PYO_21,STR_0199,pyoverdine,strain,utilization
PYO_22,STR_0199,pyoverdine,strain,utilization
PYO_23,STR_0199,pyoverdine,strain,utilization
PYO_24,STR_0199,pyoverdine,strain,utilization
PYO_25,STR_0199,pyoverdine,strain,utilization
PYO_26,STR_0199,pyoverdine,strain,utilization
PYO_27,STR_0199,pyoverdine,strain,utilization
PYO_28,STR_0199,pyoverdine,strain,utilization
PYO_21,STR_0200,pyoverdine,strain,utilization
PYO_22,STR_0200,pyoverdine,strain,utilization
PYO_23,STR_0200,pyoverdine,strain,utilization
PYO_24,STR_0200,pyoverdine,strain,utilization
PYO_25,STR_0200,pyoverdine,strain,utilization
PYO_26,STR_0200,pyoverdine,strain,utilization
PYO_27,STR_0200,pyoverdine,strain,utilization
PYO_28,STR_0200,pyoverdine,strain,utilization
PYO_21,STR_0201,pyoverdine,strain,utilization
PYO_22,STR_0201,pyoverdine,strain,utilization
PYO_23,STR_0201,pyoverdine,strain,utilization
PYO_24,STR_0201,pyoverdine,strain,utilization
PYO_25,STR_0201,pyoverdine,strain,utilization
PYO_26,STR_0201,pyoverdine,strain,utilization
PYO_27,STR_0201,pyoverdine,strain,utilization
PYO_28,STR_0201,pyoverdine,strain,utilization
PYO_21,STR_0202,pyoverdine,strain,utilization
PYO_22,STR_0202,pyoverdine,strain,utilization
PYO_23,STR_0202,pyoverdine,strain,utilization
PYO_24,STR_0202,pyoverdine,strain,utilization
PYO_25,STR_0202,pyoverdine,strain,utilization
PYO_26,STR_0202,pyoverdine,strain,utilization
PYO_27,STR_0202,pyoverdine,strain,utilization
PYO_28,STR_0202,pyoverdine,strain,utilization
PYO_14,STR_0203,pyoverdine,strain,utilization
PYO_15,STR_0203,pyoverdine,strain,utilization
PYO_16,STR_0203,pyoverdine,strain,utilization
PYO_17,STR_0203,pyoverdine,strain,utilization
PYO_18,STR_0203,pyoverdine,strain,utilization
PYO_19,STR_0203,pyoverdine,strain,utilization
PYO_20,STR_0203,pyoverdine,strain,utilization
PYO_32,STR_0203,pyoverdine,strain,utilization
PYO_33,STR_0203,pyoverdine,strain,utilization
PYO_34,STR_0203,pyoverdine,strain,utilization
PYO_35,STR_0203,pyoverdine,strain,utilization
PYO_36,STR_0203,pyoverdine,strain,utilization
PYO_37,STR_0203,pyoverdine,strain,utilization
PYO_38,STR_0203,pyoverdine,strain,utilization
PYO_39,STR_0203,pyoverdine,strain,utilization
PYO_40,STR_0203,pyoverdine,strain,utilization
PYO_41,STR_0203,pyoverdine,strain,utilization
PYO_42,STR_0203,pyoverdine,strain,utilization
PYO_43,STR_0203,pyoverdine,strain,utilization
PYO_44,STR_0203,pyoverdine,strain,utilization
PYO_45,STR_0203,pyoverdine,strain,utilization
PYO_66,STR_0203,pyoverdine,strain,utilization
PYO_14,STR_0204,pyoverdine,strain,utilization
PYO_15,STR_0204,pyoverdine,strain,utilization
PYO_16,STR_0204,pyoverdine,strain,utilization
PYO_17,STR_0204,pyoverdine,strain,utilization
PYO_18,STR_0204,pyoverdine,strain,utilization
PYO_19,STR_0204,pyoverdine,strain,utilization
PYO_20,STR_0204,pyoverdine,strain,utilization
PYO_32,STR_0204,pyoverdine,strain,utilization
PYO_33,STR_0204,pyoverdine,strain,utilization
PYO_34,STR_0204,pyoverdine,strain,utilization
PYO_35,STR_0204,pyoverdine,strain,utilization
PYO_36,STR_0204,pyoverdine,strain,utilization
PYO_37,STR_0204,pyoverdine,strain,utilization
PYO_38,STR_0204,pyoverdine,strain,utilization
PYO_39,STR_0204,pyoverdine,strain,utilization
PYO_40,STR_0204,pyoverdine,strain,utilization
PYO_41,STR_0204,pyoverdine,strain,utilization
PYO_42,STR_0204,pyoverdine,strain,utilization
PYO_43,STR_0204,pyoverdine,strain,utilization
PYO_44,STR_0204,pyoverdine,strain,utilization
PYO_45,STR_0204,pyoverdine,strain,utilization
PYO_50,STR_0204,pyoverdine,strain,utilization
PYO_51,STR_0204,pyoverdine,strain,utilization
PYO_52,STR_0204,pyoverdine,strain,utilization
PYO_66,STR_0204,pyoverdine,strain,utilization
PYO_14,STR_0205,pyoverdine,strain,utilization
PYO_15,STR_0205,pyoverdine,strain,utilization
PYO_16,STR_0205,pyoverdine,strain,utilization
PYO_17,STR_0205,pyoverdine,strain,utilization
PYO_18,STR_0205,pyoverdine,strain,utilization
PYO_19,STR_0205,pyoverdine,strain,utilization
PYO_20,STR_0205,pyoverdine,strain,utilization
PYO_32,STR_0205,pyoverdine,strain,utilization
PYO_33,STR_0205,pyoverdine,strain,utilization
PYO_34,STR_0205,pyoverdine,strain,utilization
PYO_35,STR_0205,pyoverdine,strain,utilization
PYO_36,STR_0205,pyoverdine,strain,utilization
PYO_37,STR_0205,pyoverdine,strain,utilization
PYO_38,STR_0205,pyoverdine,strain,utilization
PYO_39,STR_0205,pyoverdine,strain,utilization
PYO_40,STR_0205,pyoverdine,strain,utilization
PYO_41,STR_0205,pyoverdine,strain,utilization
PYO_42,STR_0205,pyoverdine,strain,utilization
PYO_43,STR_0205,pyoverdine,strain,utilization
PYO_44,STR_0205,pyoverdine,strain,utilization
PYO_45,STR_0205,pyoverdine,strain,utilization
PYO_50,STR_0205,pyoverdine,strain,utilization
PYO_51,STR_0205,pyoverdine,strain,utilization
PYO_52,STR_0205,pyoverdine,strain,utilization
PYO_66,STR_0205,pyoverdine,strain,utilization
PYO_76,STR_0206,pyoverdine,strain,utilization
PYO_77,STR_0206,pyoverdine,strain,utilization
PYO_78,STR_0206,pyoverdine,strain,utilization
PYO_79,STR_0206,pyoverdine,strain,utilization
PYO_12,STR_0207,pyoverdine,strain,utilization
PYO_13,STR_0207,pyoverdine,strain,utilization
PYO_12,STR_0208,pyoverdine,strain,utilization
PYO_13,STR_0208,pyoverdine,strain,utilization
PYO_12,STR_0209,pyoverdine,strain,utilization
PYO_13,STR_0209,pyoverdine,strain,utilization
PYO_12,STR_0210,pyoverdine,strain,utilization
PYO_13,STR_0210,pyoverdine,strain,utilization
PYO_12,STR_0211,pyoverdine,strain,utilization
PYO_13,STR_0211,pyoverdine,strain,utilization
PYO_12,STR_0212,pyoverdine,strain,utilization
PYO_13,STR_0212,pyoverdine,strain,utilization
PYO_12,STR_0213,pyoverdine,strain,utilization
PYO_13,STR_0213,pyoverdine,strain,utilization
PYO_12,STR_0214,pyoverdine,strain,utilization
PYO_13,STR_0214,pyoverdine,strain,utilization
PYO_12,STR_0215,pyoverdine,strain,utilization
PYO_13,STR_0215,pyoverdine,strain,utilization
PYO_12,STR_0216,pyoverdine,strain,utilization
PYO_13,STR_0216,pyoverdine,strain,utilization
PYO_12,STR_0217,pyoverdine,strain,utilization
PYO_13,STR_0217,pyoverdine,strain,utilization
PYO_12,STR_0218,pyoverdine,strain,utilization
PYO_13,STR_0218,pyoverdine,strain,utilization
PYO_12,STR_0219,pyoverdine,strain,utilization
PYO_13,STR_0219,pyoverdine,strain,utilization
PYO_12,STR_0220,pyoverdine,strain,utilization
PYO_13,STR_0220,pyoverdine,strain,utilization
PYO_12,STR_0221,pyoverdine,strain,utilization
PYO_13,STR_0221,pyoverdine,strain,utilization
PYO_12,STR_0222,pyoverdine,strain,utilization
PYO_13,STR_0222,pyoverdine,strain,utilization
PYO_12,STR_0223,pyoverdine,strain,utilization
PYO_13,STR_0223,pyoverdine,strain,utilization
PYO_12,STR_0224,pyoverdine,strain,utilization
PYO_13,STR_0224,pyoverdine,strain,utilization
PYO_12,STR_0225,pyoverdine,strain,utilization
PYO_13,STR_0225,pyoverdine,strain,utilization
PYO_12,STR_0226,pyoverdine,strain,utilization
PYO_13,STR_0226,pyoverdine,strain,utilization
PYO_12,STR_0227,pyoverdine,strain,utilization
PYO_13,STR_0227,pyoverdine,strain,utilization
PYO_12,STR_0228,pyoverdine,strain,utilization
PYO_13,STR_0228,pyoverdine,strain,utilization
PYO_12,STR_0229,pyoverdine,strain,utilization
PYO_13,STR_0229,pyoverdine,strain,utilization
PYO_12,STR_0230,pyoverdine,strain,utilization
PYO_13,STR_0230,pyoverdine,strain,utilization
PYO_12,STR_0231,pyoverdine,strain,utilization
PYO_13,STR_0231,pyoverdine,strain,utilization
PYO_12,STR_0232,pyoverdine,strain,utilization
PYO_13,STR_0232,pyoverdine,strain,utilization
PYO_12,STR_0233,pyoverdine,strain,utilization
PYO_13,STR_0233,pyoverdine,strain,utilization
PYO_12,STR_0234,pyoverdine,strain,utilization
PYO_13,STR_0234,pyoverdine,strain,utilization
PYO_12,STR_0235,pyoverdine,strain,utilization
