source,target,source_type,target_type,edge_type
PYO_37,FG_028,pyoverdine,functional_group,utilization
PYO_38,FG_028,pyoverdine,functional_group,utilization
PYO_39,FG_028,pyoverdine,functional_group,utilization
PYO_40,FG_028,pyoverdine,functional_group,utilization
PYO_41,FG_028,pyoverdine,functional_group,utilization
PYO_42,FG_028,pyoverdine,functional_group,utilization
PYO_43,FG_028,pyoverdine,functional_group,utilization
PYO_44,FG_028,pyoverdine,functional_group,utilization
PYO_45,FG_028,pyoverdine,functional_group,utilization
PYO_90,FG_028,pyoverdine,functional_group,utilization
PYO_91,FG_028,pyoverdine,functional_group,utilization
PYO_92,FG_028,pyoverdine,functional_group,utilization
PYO_93,FG_028,pyoverdine,functional_group,utilization
PYO_14,FG_029,pyoverdine,functional_group,utilization
PYO_15,FG_029,pyoverdine,functional_group,utilization
PYO_16,FG_029,pyoverdine,functional_group,utilization
PYO_17,FG_029,pyoverdine,functional_group,utilization
PYO_18,FG_029,pyoverdine,functional_group,utilization
PYO_19,FG_029,pyoverdine,functional_group,utilization
PYO_20,FG_029,pyoverdine,functional_group,utilization
PYO_50,FG_029,pyoverdine,functional_group,utilization
PYO_51,FG_029,pyoverdine,functional_group,utilization
PYO_52,FG_029,pyoverdine,functional_group,utilization
PYO_14,FG_030,pyoverdine,functional_group,utilization
PYO_15,FG_030,pyoverdine,functional_group,utilization
PYO_16,FG_030,pyoverdine,functional_group,utilization
PYO_17,FG_030,pyoverdine,functional_group,utilization
PYO_18,FG_030,pyoverdine,functional_group,utilization
PYO_19,FG_030,pyoverdine,functional_group,utilization
PYO_20,FG_030,pyoverdine,functional_group,utilization
PYO_53,FG_030,pyoverdine,functional_group,utilization
PYO_54,FG_030,pyoverdine,functional_group,utilization
PYO_90,FG_031,pyoverdine,functional_group,utilization
PYO_91,FG_031,pyoverdine,functional_group,utilization
PYO_92,FG_031,pyoverdine,functional_group,utilization
PYO_93,FG_031,pyoverdine,functional_group,utilization
PYO_21,FG_032,pyoverdine,functional_group,utilization
PYO_22,FG_032,pyoverdine,functional_group,utilization
PYO_23,FG_032,pyoverdine,functional_group,utilization
PYO_24,FG_032,pyoverdine,functional_group,utilization
PYO_25,FG_032,pyoverdine,functional_group,utilization
PYO_26,FG_032,pyoverdine,functional_group,utilization
PYO_27,FG_032,pyoverdine,functional_group,utilization
PYO_28,FG_032,pyoverdine,functional_group,utilization
PYO_21,FG_033,pyoverdine,functional_group,utilization
PYO_22,FG_033,pyoverdine,functional_group,utilization
PYO_23,FG_033,pyoverdine,functional_group,utilization
PYO_24,FG_033,pyoverdine,functional_group,utilization
PYO_25,FG_033,pyoverdine,functional_group,utilization
PYO_26,FG_033,pyoverdine,functional_group,utilization
PYO_27,FG_033,pyoverdine,functional_group,utilization
PYO_28,FG_033,pyoverdine,functional_group,utilization
PYO_32,FG_033,pyoverdine,functional_group,utilization
PYO_33,FG_033,pyoverdine,functional_group,utilization
PYO_34,FG_033,pyoverdine,functional_group,utilization
PYO_35,FG_033,pyoverdine,functional_group,utilization
PYO_36,FG_033,pyoverdine,functional_group,utilization
PYO_37,FG_033,pyoverdine,functional_group,utilization
PYO_38,FG_033,pyoverdine,functional_group,utilization
PYO_39,FG_033,pyoverdine,functional_group,utilization
PYO_40,FG_033,pyoverdine,functional_group,utilization
PYO_41,FG_033,pyoverdine,functional_group,utilization
PYO_42,FG_033,pyoverdine,functional_group,utilization
PYO_43,FG_033,pyoverdine,functional_group,utilization
PYO_44,FG_033,pyoverdine,functional_group,utilization
PYO_45,FG_033,pyoverdine,functional_group,utilization
PYO_29,FG_034,pyoverdine,functional_group,utilization
PYO_32,FG_035,pyoverdine,functional_group,utilization
PYO_33,FG_035,pyoverdine,functional_group,utilization
PYO_34,FG_035,pyoverdine,functional_group,utilization
PYO_35,FG_035,pyoverdine,functional_group,utilization
PYO_36,FG_035,pyoverdine,functional_group,utilization
PYO_37,FG_035,pyoverdine,functional_group,utilization
PYO_38,FG_035,pyoverdine,functional_group,utilization
PYO_39,FG_035,pyoverdine,functional_group,utilization
PYO_40,FG_035,pyoverdine,functional_group,utilization
PYO_41,FG_035,pyoverdine,functional_group,utilization
PYO_42,FG_035,pyoverdine,functional_group,utilization
PYO_43,FG_035,pyoverdine,functional_group,utilization
PYO_44,FG_035,pyoverdine,functional_group,utilization
PYO_45,FG_035,pyoverdine,functional_group,utilization
PYO_32,FG_036,pyoverdine,functional_group,utilization
PYO_33,FG_036,pyoverdine,functional_group,utilization
PYO_34,FG_036,pyoverdine,functional_group,utilization
PYO_35,FG_036,pyoverdine,functional_group,utilization
PYO_36,FG_036,pyoverdine,functional_group,utilization
PYO_37,FG_036,pyoverdine,functional_group,utilization
PYO_38,FG_036,pyoverdine,functional_group,utilization
PYO_39,FG_036,pyoverdine,functional_group,utilization
PYO_40,FG_036,pyoverdine,functional_group,utilization
PYO_41,FG_036,pyoverdine,functional_group,utilization
PYO_42,FG_036,pyoverdine,functional_group,utilization
PYO_43,FG_036,pyoverdine,functional_group,utilization
PYO_44,FG_036,pyoverdine,functional_group,utilization
PYO_45,FG_036,pyoverdine,functional_group,utilization
PYO_81,FG_036,pyoverdine,functional_group,utilization
PYO_82,FG_036,pyoverdine,functional_group,utilization
PYO_83,FG_036,pyoverdine,functional_group,utilization
PYO_32,FG_037,pyoverdine,functional_group,utilization
PYO_33,FG_037,pyoverdine,functional_group,utilization
PYO_34,FG_037,pyoverdine,functional_group,utilization
PYO_35,FG_037,pyoverdine,functional_group,utilization
PYO_36,FG_037,pyoverdine,functional_group,utilization
PYO_37,FG_037,pyoverdine,functional_group,utilization
PYO_38,FG_037,pyoverdine,functional_group,utilization
PYO_39,FG_037,pyoverdine,functional_group,utilization
PYO_40,FG_037,pyoverdine,functional_group,utilization
PYO_41,FG_037,pyoverdine,functional_group,utilization
PYO_42,FG_037,pyoverdine,functional_group,utilization
PYO_43,FG_037,pyoverdine,functional_group,utilization
PYO_44,FG_037,pyoverdine,functional_group,utilization
PYO_45,FG_037,pyoverdine,functional_group,utilization
PYO_81,FG_037,pyoverdine,functional_group,utilization
PYO_82,FG_037,pyoverdine,functional_group,utilization
PYO_83,FG_037,pyoverdine,functional_group,utilization
PYO_90,FG_037,pyoverdine,functional_group,utilization
PYO_91,FG_037,pyoverdine,functional_group,utilization
PYO_92,FG_037,pyoverdine,functional_group,utilization
PYO_93,FG_037,pyoverdine,functional_group,utilization
PYO_32,FG_038,pyoverdine,functional_group,utilization
PYO_33,FG_038,pyoverdine,functional_group,utilization
PYO_34,FG_038,pyoverdine,functional_group,utilization
PYO_35,FG_038,pyoverdine,functional_group,utilization
PYO_36,FG_038,pyoverdine,functional_group,utilization
PYO_37,FG_038,pyoverdine,functional_group,utilization
PYO_38,FG_038,pyoverdine,functional_group,utilization
PYO_39,FG_038,pyoverdine,functional_group,utilization
PYO_40,FG_038,pyoverdine,functional_group,utilization
PYO_41,FG_038,pyoverdine,functional_group,utilization
PYO_42,FG_038,pyoverdine,functional_group,utilization
PYO_43,FG_038,pyoverdine,functional_group,utilization
PYO_44,FG_038,pyoverdine,functional_group,utilization
PYO_45,FG_038,pyoverdine,functional_group,utilization
PYO_90,FG_038,pyoverdine,functional_group,utilization
PYO_91,FG_038,pyoverdine,functional_group,utilization
PYO_92,FG_038,pyoverdine,functional_group,utilization
PYO_93,FG_038,pyoverdine,functional_group,utilization
PYO_32,FG_039,pyoverdine,functional_group,utilization
PYO_33,FG_039,pyoverdine,functional_group,utilization
PYO_34,FG_039,pyoverdine,functional_group,utilization
PYO_35,FG_039,pyoverdine,functional_group,utilization
PYO_36,FG_039,pyoverdine,functional_group,utilization
PYO_37,FG_039,pyoverdine,functional_group,utilization
PYO_38,FG_039,pyoverdine,functional_group,utilization
PYO_39,FG_039,pyoverdine,functional_group,utilization
PYO_40,FG_039,pyoverdine,functional_group,utilization
PYO_41,FG_039,pyoverdine,functional_group,utilization
PYO_42,FG_039,pyoverdine,functional_group,utilization
PYO_43,FG_039,pyoverdine,functional_group,utilization
PYO_44,FG_039,pyoverdine,functional_group,utilization
PYO_45,FG_039,pyoverdine,functional_group,utilization
PYO_47,FG_039,pyoverdine,functional_group,utilization
PYO_48,FG_039,pyoverdine,functional_group,utilization
PYO_90,FG_039,pyoverdine,functional_group,utilization
PYO_91,FG_039,pyoverdine,functional_group,utilization
PYO_92,FG_039,pyoverdine,functional_group,utilization
PYO_93,FG_039,pyoverdine,functional_group,utilization
PYO_01,FG_040,pyoverdine,functional_group,utilization
PYO_02,FG_040,pyoverdine,functional_group,utilization
PYO_03,FG_040,pyoverdine,functional_group,utilization
PYO_01,FG_041,pyoverdine,functional_group,utilization
PYO_02,FG_041,pyoverdine,functional_group,utilization
PYO_03,FG_041,pyoverdine,functional_group,utilization
PYO_32,FG_041,pyoverdine,functional_group,utilization
PYO_33,FG_041,pyoverdine,functional_group,utilization
PYO_34,FG_041,pyoverdine,functional_group,utilization
PYO_35,FG_041,pyoverdine,functional_group,utilization
PYO_36,FG_041,pyoverdine,functional_group,utilization
PYO_37,FG_041,pyoverdine,functional_group,utilization
PYO_38,FG_041,pyoverdine,functional_group,utilization
PYO_39,FG_041,pyoverdine,functional_group,utilization
PYO_40,FG_041,pyoverdine,functional_group,utilization
PYO_41,FG_041,pyoverdine,functional_group,utilization
PYO_42,FG_041,pyoverdine,functional_group,utilization
PYO_43,FG_041,pyoverdine,functional_group,utilization
PYO_44,FG_041,pyoverdine,functional_group,utilization
PYO_45,FG_041,pyoverdine,functional_group,utilization
PYO_47,FG_042,pyoverdine,functional_group,utilization
PYO_48,FG_042,pyoverdine,functional_group,utilization
PYO_50,FG_043,pyoverdine,functional_group,utilization
PYO_51,FG_043,pyoverdine,functional_group,utilization
PYO_52,FG_043,pyoverdine,functional_group,utilization
PYO_04,FG_044,pyoverdine,functional_group,utilization
PYO_05,FG_044,pyoverdine,functional_group,utilization
PYO_55,FG_044,pyoverdine,functional_group,utilization
PYO_56,FG_044,pyoverdine,functional_group,utilization
PYO_57,FG_044,pyoverdine,functional_group,utilization
PYO_55,FG_045,pyoverdine,functional_group,utilization
PYO_56,FG_045,pyoverdine,functional_group,utilization
PYO_57,FG_045,pyoverdine,functional_group,utilization
PYO_55,FG_046,pyoverdine,functional_group,utilization
PYO_56,FG_046,pyoverdine,functional_group,utilization
PYO_57,FG_046,pyoverdine,functional_group,utilization
PYO_55,FG_047,pyoverdine,functional_group,utilization
PYO_56,FG_047,pyoverdine,functional_group,utilization
PYO_57,FG_047,pyoverdine,functional_group,utilization
PYO_04,FG_048,pyoverdine,functional_group,utilization
PYO_05,FG_048,pyoverdine,functional_group,utilization
PYO_58,FG_049,pyoverdine,functional_group,utilization
PYO_59,FG_049,pyoverdine,functional_group,utilization
PYO_60,FG_049,pyoverdine,functional_group,utilization
PYO_61,FG_049,pyoverdine,functional_group,utilization
PYO_62,FG_049,pyoverdine,functional_group,utilization
PYO_63,FG_049,pyoverdine,functional_group,utilization
PYO_64,FG_049,pyoverdine,functional_group,utilization
PYO_65,FG_049,pyoverdine,functional_group,utilization
PYO_04,FG_050,pyoverdine,functional_group,utilization
PYO_05,FG_050,pyoverdine,functional_group,utilization
PYO_58,FG_051,pyoverdine,functional_group,utilization
PYO_59,FG_051,pyoverdine,functional_group,utilization
PYO_60,FG_051,pyoverdine,functional_group,utilization
PYO_61,FG_051,pyoverdine,functional_group,utilization
PYO_62,FG_051,pyoverdine,functional_group,utilization
PYO_63,FG_051,pyoverdine,functional_group,utilization
PYO_64,FG_051,pyoverdine,functional_group,utilization
PYO_65,FG_051,pyoverdine,functional_group,utilization
PYO_06,FG_052,pyoverdine,functional_group,utilization
PYO_07,FG_052,pyoverdine,functional_group,utilization
PYO_08,FG_052,pyoverdine,functional_group,utilization
PYO_09,FG_052,pyoverdine,functional_group,utilization
PYO_10,FG_052,pyoverdine,functional_group,utilization
PYO_11,FG_052,pyoverdine,functional_group,utilization
PYO_06,FG_053,pyoverdine,functional_group,utilization
PYO_07,FG_053,pyoverdine,functional_group,utilization
PYO_08,FG_053,pyoverdine,functional_group,utilization
PYO_06,FG_054,pyoverdine,functional_group,utilization
PYO_07,FG_054,pyoverdine,functional_group,utilization
PYO_08,FG_054,pyoverdine,functional_group,utilization
PYO_06,FG_055,pyoverdine,functional_group,utilization
PYO_07,FG_055,pyoverdine,functional_group,utilization
PYO_08,FG_055,pyoverdine,functional_group,utilization
PYO_32,FG_055,pyoverdine,functional_group,utilization
PYO_33,FG_055,pyoverdine,functional_group,utilization
PYO_34,FG_055,pyoverdine,functional_group,utilization
PYO_35,FG_055,pyoverdine,functional_group,utilization
PYO_36,FG_055,pyoverdine,functional_group,utilization
PYO_37,FG_055,pyoverdine,functional_group,utilization
PYO_38,FG_055,pyoverdine,functional_group,utilization
PYO_39,FG_055,pyoverdine,functional_group,utilization
PYO_40,FG_055,pyoverdine,functional_group,utilization
PYO_41,FG_055,pyoverdine,functional_group,utilization
PYO_42,FG_055,pyoverdine,functional_group,utilization
PYO_43,FG_055,pyoverdine,functional_group,utilization
PYO_44,FG_055,pyoverdine,functional_group,utilization
PYO_45,FG_055,pyoverdine,functional_group,utilization
PYO_09,FG_056,pyoverdine,functional_group,utilization
PYO_10,FG_056,pyoverdine,functional_group,utilization
PYO_11,FG_056,pyoverdine,functional_group,utilization
PYO_09,FG_057,pyoverdine,functional_group,utilization
PYO_10,FG_057,pyoverdine,functional_group,utilization
PYO_11,FG_057,pyoverdine,functional_group,utilization
PYO_09,FG_058,pyoverdine,functional_group,utilization
PYO_10,FG_058,pyoverdine,functional_group,utilization
PYO_11,FG_058,pyoverdine,functional_group,utilization
PYO_67,FG_058,pyoverdine,functional_group,utilization
PYO_68,FG_058,pyoverdine,functional_group,utilization
PYO_69,FG_058,pyoverdine,functional_group,utilization
PYO_70,FG_058,pyoverdine,functional_group,utilization
PYO_71,FG_058,pyoverdine,functional_group,utilization
PYO_72,FG_058,pyoverdine,functional_group,utilization
PYO_14,FG_059,pyoverdine,functional_group,utilization
PYO_15,FG_059,pyoverdine,functional_group,utilization
PYO_16,FG_059,pyoverdine,functional_group,utilization
PYO_17,FG_059,pyoverdine,functional_group,utilization
PYO_18,FG_059,pyoverdine,functional_group,utilization
PYO_19,FG_059,pyoverdine,functional_group,utilization
PYO_20,FG_059,pyoverdine,functional_group,utilization
PYO_32,FG_059,pyoverdine,functional_group,utilization
PYO_33,FG_059,pyoverdine,functional_group,utilization
PYO_34,FG_059,pyoverdine,functional_group,utilization
PYO_35,FG_059,pyoverdine,functional_group,utilization
PYO_36,FG_059,pyoverdine,functional_group,utilization
PYO_37,FG_059,pyoverdine,functional_group,utilization
PYO_38,FG_059,pyoverdine,functional_group,utilization
PYO_39,FG_059,pyoverdine,functional_group,utilization
PYO_40,FG_059,pyoverdine,functional_group,utilization
PYO_41,FG_059,pyoverdine,functional_group,utilization
PYO_42,FG_059,pyoverdine,functional_group,utilization
PYO_43,FG_059,pyoverdine,functional_group,utilization
PYO_44,FG_059,pyoverdine,functional_group,utilization
PYO_45,FG_059,pyoverdine,functional_group,utilization
PYO_66,FG_059,pyoverdine,functional_group,utilization
PYO_67,FG_060,pyoverdine,functional_group,utilization
PYO_68,FG_060,pyoverdine,functional_group,utilization
PYO_69,FG_060,pyoverdine,functional_group,utilization
PYO_70,FG_060,pyoverdine,functional_group,utilization
PYO_71,FG_060,pyoverdine,functional_group,utilization
PYO_72,FG_060,pyoverdine,functional_group,utilization
PYO_67,FG_061,pyoverdine,functional_group,utilization
PYO_68,FG_061,pyoverdine,functional_group,utilization
PYO_69,FG_061,pyoverdine,functional_group,utilization
PYO_70,FG_061,pyoverdine,functional_group,utilization
PYO_71,FG_061,pyoverdine,functional_group,utilization
PYO_72,FG_061,pyoverdine,functional_group,utilization
PYO_67,FG_062,pyoverdine,functional_group,utilization
PYO_68,FG_062,pyoverdine,functional_group,utilization
PYO_69,FG_062,pyoverdine,functional_group,utilization
PYO_70,FG_062,pyoverdine,functional_group,utilization
PYO_71,FG_062,pyoverdine,functional_group,utilization
PYO_72,FG_062,pyoverdine,functional_group,utilization
PYO_67,FG_063,pyoverdine,functional_group,utilization
PYO_68,FG_063,pyoverdine,functional_group,utilization
PYO_69,FG_063,pyoverdine,functional_group,utilization
PYO_70,FG_063,pyoverdine,functional_group,utilization
PYO_71,FG_063,pyoverdine,functional_group,utilization
PYO_72,FG_063,pyoverdine,functional_group,utilization
PYO_73,FG_064,pyoverdine,functional_group,utilization
PYO_74,FG_064,pyoverdine,functional_group,utilization
PYO_75,FG_064,pyoverdine,functional_group,utilization
PYO_90,FG_064,pyoverdine,functional_group,utilization
PYO_91,FG_064,pyoverdine,functional_group,utilization
PYO_92,FG_064,pyoverdine,functional_group,utilization
PYO_93,FG_064,pyoverdine,functional_group,utilization
PYO_14,FG_065,pyoverdine,functional_group,utilization
PYO_15,FG_065,pyoverdine,functional_group,utilization
PYO_16,FG_065,pyoverdine,functional_group,utilization
PYO_17,FG_065,pyoverdine,functional_group,utilization
PYO_18,FG_065,pyoverdine,functional_group,utilization
PYO_19,FG_065,pyoverdine,functional_group,utilization
PYO_20,FG_065,pyoverdine,functional_group,utilization
PYO_73,FG_065,pyoverdine,functional_group,utilization
PYO_74,FG_065,pyoverdine,functional_group,utilization
PYO_75,FG_065,pyoverdine,functional_group,utilization
PYO_14,FG_066,pyoverdine,functional_group,utilization
PYO_15,FG_066,pyoverdine,functional_group,utilization
PYO_16,FG_066,pyoverdine,functional_group,utilization
PYO_17,FG_066,pyoverdine,functional_group,utilization
PYO_18,FG_066,pyoverdine,functional_group,utilization
PYO_19,FG_066,pyoverdine,functional_group,utilization
PYO_20,FG_066,pyoverdine,functional_group,utilization
PYO_73,FG_066,pyoverdine,functional_group,utilization
PYO_74,FG_066,pyoverdine,functional_group,utilization
PYO_75,FG_066,pyoverdine,functional_group,utilization
PYO_90,FG_066,pyoverdine,functional_group,utilization
PYO_91,FG_066,pyoverdine,functional_group,utilization
PYO_92,FG_066,pyoverdine,functional_group,utilization
PYO_93,FG_066,pyoverdine,functional_group,utilization
PYO_12,FG_067,pyoverdine,functional_group,utilization
PYO_13,FG_067,pyoverdine,functional_group,utilization
PYO_12,FG_068,pyoverdine,functional_group,utilization
PYO_13,FG_068,pyoverdine,functional_group,utilization
PYO_14,FG_068,pyoverdine,functional_group,utilization
PYO_15,FG_068,pyoverdine,functional_group,utilization
PYO_16,FG_068,pyoverdine,functional_group,utilization
PYO_17,FG_068,pyoverdine,functional_group,utilization
PYO_18,FG_068,pyoverdine,functional_group,utilization
PYO_19,FG_068,pyoverdine,functional_group,utilization
PYO_20,FG_068,pyoverdine,functional_group,utilization
PYO_81,FG_068,pyoverdine,functional_group,utilization
PYO_82,FG_068,pyoverdine,functional_group,utilization
PYO_83,FG_068,pyoverdine,functional_group,utilization
PYO_90,FG_068,pyoverdine,functional_group,utilization
PYO_91,FG_068,pyoverdine,functional_group,utilization
PYO_92,FG_068,pyoverdine,functional_group,utilization
PYO_93,FG_068,pyoverdine,functional_group,utilization
PYO_12,FG_069,pyoverdine,functional_group,utilization
PYO_13,FG_069,pyoverdine,functional_group,utilization
PYO_21,FG_069,pyoverdine,functional_group,utilization
PYO_22,FG_069,pyoverdine,functional_group,utilization
PYO_23,FG_069,pyoverdine,functional_group,utilization
PYO_24,FG_069,pyoverdine,functional_group,utilization
PYO_25,FG_069,pyoverdine,functional_group,utilization
PYO_26,FG_069,pyoverdine,functional_group,utilization
PYO_27,FG_069,pyoverdine,functional_group,utilization
PYO_28,FG_069,pyoverdine,functional_group,utilization
PYO_12,FG_071,pyoverdine,functional_group,utilization
PYO_13,FG_071,pyoverdine,functional_group,utilization
PYO_14,FG_071,pyoverdine,functional_group,utilization
PYO_15,FG_071,pyoverdine,functional_group,utilization
PYO_16,FG_071,pyoverdine,functional_group,utilization
PYO_17,FG_071,pyoverdine,functional_group,utilization
PYO_18,FG_071,pyoverdine,functional_group,utilization
PYO_19,FG_071,pyoverdine,functional_group,utilization
PYO_20,FG_071,pyoverdine,functional_group,utilization
PYO_32,FG_071,pyoverdine,functional_group,utilization
PYO_33,FG_071,pyoverdine,functional_group,utilization
PYO_34,FG_071,pyoverdine,functional_group,utilization
PYO_35,FG_071,pyoverdine,functional_group,utilization
PYO_36,FG_071,pyoverdine,functional_group,utilization
PYO_37,FG_071,pyoverdine,functional_group,utilization
PYO_38,FG_071,pyoverdine,functional_group,utilization
PYO_39,FG_071,pyoverdine,functional_group,utilization
PYO_40,FG_071,pyoverdine,functional_group,utilization
PYO_41,FG_071,pyoverdine,functional_group,utilization
PYO_42,FG_071,pyoverdine,functional_group,utilization
PYO_43,FG_071,pyoverdine,functional_group,utilization
PYO_44,FG_071,pyoverdine,functional_group,utilization
PYO_45,FG_071,pyoverdine,functional_group,utilization
PYO_46,FG_071,pyoverdine,functional_group,utilization
PYO_50,FG_071,pyoverdine,functional_group,utilization
PYO_51,FG_071,pyoverdine,functional_group,utilization
PYO_52,FG_071,pyoverdine,functional_group,utilization
PYO_67,FG_071,pyoverdine,functional_group,utilization
PYO_68,FG_071,pyoverdine,functional_group,utilization
PYO_69,FG_071,pyoverdine,functional_group,utilization
PYO_70,FG_071,pyoverdine,functional_group,utilization
PYO_71,FG_071,pyoverdine,functional_group,utilization
PYO_72,FG_071,pyoverdine,functional_group,utilization
PYO_90,FG_071,pyoverdine,functional_group,utilization
PYO_91,FG_071,pyoverdine,functional_group,utilization
PYO_92,FG_071,pyoverdine,functional_group,utilization
PYO_93,FG_071,pyoverdine,functional_group,utilization
PYO_12,FG_072,pyoverdine,functional_group,utilization
PYO_13,FG_072,pyoverdine,functional_group,utilization
PYO_14,FG_072,pyoverdine,functional_group,utilization
PYO_15,FG_072,pyoverdine,functional_group,utilization
PYO_16,FG_072,pyoverdine,functional_group,utilization
PYO_17,FG_072,pyoverdine,functional_group,utilization
PYO_18,FG_072,pyoverdine,functional_group,utilization
PYO_19,FG_072,pyoverdine,functional_group,utilization
PYO_20,FG_072,pyoverdine,functional_group,utilization
PYO_21,FG_072,pyoverdine,functional_group,utilization
PYO_22,FG_072,pyoverdine,functional_group,utilization
PYO_23,FG_072,pyoverdine,functional_group,utilization
PYO_24,FG_072,pyoverdine,functional_group,utilization
PYO_25,FG_072,pyoverdine,functional_group,utilization
PYO_26,FG_072,pyoverdine,functional_group,utilization
PYO_27,FG_072,pyoverdine,functional_group,utilization
PYO_28,FG_072,pyoverdine,functional_group,utilization
PYO_32,FG_072,pyoverdine,functional_group,utilization
PYO_33,FG_072,pyoverdine,functional_group,utilization
PYO_34,FG_072,pyoverdine,functional_group,utilization
PYO_35,FG_072,pyoverdine,functional_group,utilization
PYO_36,FG_072,pyoverdine,functional_group,utilization
PYO_37,FG_072,pyoverdine,functional_group,utilization
PYO_38,FG_072,pyoverdine,functional_group,utilization
PYO_39,FG_072,pyoverdine,functional_group,utilization
PYO_40,FG_072,pyoverdine,functional_group,utilization
PYO_41,FG_072,pyoverdine,functional_group,utilization
PYO_42,FG_072,pyoverdine,functional_group,utilization
PYO_43,FG_072,pyoverdine,functional_group,utilization
PYO_44,FG_072,pyoverdine,functional_group,utilization
PYO_45,FG_072,pyoverdine,functional_group,utilization
PYO_46,FG_072,pyoverdine,functional_group,utilization
PYO_50,FG_072,pyoverdine,functional_group,utilization
PYO_51,FG_072,pyoverdine,functional_group,utilization
PYO_52,FG_072,pyoverdine,functional_group,utilization
PYO_90,FG_072,pyoverdine,functional_group,utilization
PYO_91,FG_072,pyoverdine,functional_group,utilization
PYO_92,FG_072,pyoverdine,functional_group,utilization
PYO_93,FG_072,pyoverdine,functional_group,utilization
PYO_12,FG_073,pyoverdine,functional_group,utilization
PYO_13,FG_073,pyoverdine,functional_group,utilization
PYO_14,FG_073,pyoverdine,functional_group,utilization
PYO_15,FG_073,pyoverdine,functional_group,utilization
PYO_16,FG_073,pyoverdine,functional_group,utilization
PYO_17,FG_073,pyoverdine,functional_group,utilization
PYO_18,FG_073,pyoverdine,functional_group,utilization
PYO_19,FG_073,pyoverdine,functional_group,utilization
PYO_20,FG_073,pyoverdine,functional_group,utilization
PYO_21,FG_073,pyoverdine,functional_group,utilization
PYO_22,FG_073,pyoverdine,functional_group,utilization
PYO_23,FG_073,pyoverdine,functional_group,utilization
PYO_24,FG_073,pyoverdine,functional_group,utilization
PYO_25,FG_073,pyoverdine,functional_group,utilization
PYO_26,FG_073,pyoverdine,functional_group,utilization
PYO_27,FG_073,pyoverdine,functional_group,utilization
PYO_28,FG_073,pyoverdine,functional_group,utilization
PYO_46,FG_073,pyoverdine,functional_group,utilization
PYO_50,FG_073,pyoverdine,functional_group,utilization
PYO_51,FG_073,pyoverdine,functional_group,utilization
PYO_52,FG_073,pyoverdine,functional_group,utilization
PYO_90,FG_073,pyoverdine,functional_group,utilization
PYO_91,FG_073,pyoverdine,functional_group,utilization
PYO_92,FG_073,pyoverdine,functional_group,utilization
PYO_93,FG_073,pyoverdine,functional_group,utilization
PYO_12,FG_074,pyoverdine,functional_group,utilization
PYO_13,FG_074,pyoverdine,functional_group,utilization
PYO_14,FG_074,pyoverdine,functional_group,utilization
PYO_15,FG_074,pyoverdine,functional_group,utilization
PYO_16,FG_074,pyoverdine,functional_group,utilization
PYO_17,FG_074,pyoverdine,functional_group,utilization
PYO_18,FG_074,pyoverdine,functional_group,utilization
PYO_19,FG_074,pyoverdine,functional_group,utilization
PYO_20,FG_074,pyoverdine,functional_group,utilization
PYO_32,FG_074,pyoverdine,functional_group,utilization
PYO_33,FG_074,pyoverdine,functional_group,utilization
PYO_34,FG_074,pyoverdine,functional_group,utilization
PYO_35,FG_074,pyoverdine,functional_group,utilization
PYO_36,FG_074,pyoverdine,functional_group,utilization
PYO_37,FG_074,pyoverdine,functional_group,utilization
PYO_38,FG_074,pyoverdine,functional_group,utilization
PYO_39,FG_074,pyoverdine,functional_group,utilization
PYO_40,FG_074,pyoverdine,functional_group,utilization
PYO_41,FG_074,pyoverdine,functional_group,utilization
PYO_42,FG_074,pyoverdine,functional_group,utilization
PYO_43,FG_074,pyoverdine,functional_group,utilization
PYO_44,FG_074,pyoverdine,functional_group,utilization
PYO_45,FG_074,pyoverdine,functional_group,utilization
PYO_46,FG_074,pyoverdine,functional_group,utilization
PYO_50,FG_074,pyoverdine,functional_group,utilization
PYO_51,FG_074,pyoverdine,functional_group,utilization
PYO_52,FG_074,pyoverdine,functional_group,utilization
PYO_81,FG_074,pyoverdine,functional_group,utilization
PYO_82,FG_074,pyoverdine,functional_group,utilization
PYO_83,FG_074,pyoverdine,functional_group,utilization
PYO_90,FG_074,pyoverdine,functional_group,utilization
PYO_91,FG_074,pyoverdine,functional_group,utilization
PYO_92,FG_074,pyoverdine,functional_group,utilization
PYO_93,FG_074,pyoverdine,functional_group,utilization
PYO_12,FG_075,pyoverdine,functional_group,utilization
PYO_13,FG_075,pyoverdine,functional_group,utilization
PYO_14,FG_075,pyoverdine,functional_group,utilization
PYO_15,FG_075,pyoverdine,functional_group,utilization
PYO_16,FG_075,pyoverdine,functional_group,utilization
PYO_17,FG_075,pyoverdine,functional_group,utilization
PYO_18,FG_075,pyoverdine,functional_group,utilization
PYO_19,FG_075,pyoverdine,functional_group,utilization
PYO_20,FG_075,pyoverdine,functional_group,utilization
PYO_32,FG_075,pyoverdine,functional_group,utilization
PYO_33,FG_075,pyoverdine,functional_group,utilization
PYO_34,FG_075,pyoverdine,functional_group,utilization
PYO_35,FG_075,pyoverdine,functional_group,utilization
PYO_36,FG_075,pyoverdine,functional_group,utilization
PYO_37,FG_075,pyoverdine,functional_group,utilization
PYO_38,FG_075,pyoverdine,functional_group,utilization
PYO_39,FG_075,pyoverdine,functional_group,utilization
