"pair","ARI"
"rep1_rep2",NA
"rep1_rep3",NA
"rep1_rep4",NA
"rep1_rep5",NA
"rep1_rep6",NA
"rep1_rep7",NA
"rep1_rep8",NA
"rep1_rep9",NA
"rep1_rep10",NA
"rep1_rep11",NA
"rep1_rep12",NA
"rep1_rep13",NA
"rep1_rep14",NA
"rep1_rep15",NA
"rep1_rep16",NA
"rep1_rep17",NA
"rep1_rep18",NA
"rep1_rep19",NA
"rep1_rep20",NA
"rep2_rep3",NA
"rep2_rep4",NA
"rep2_rep5",NA
"rep2_rep6",NA
"rep2_rep7",NA
"rep2_rep8",NA
"rep2_rep9",NA
"rep2_rep10",NA
"rep2_rep11",NA
"rep2_rep12",NA
"rep2_rep13",NA
"rep2_rep14",NA
"rep2_rep15",NA
"rep2_rep16",NA
"rep2_rep17",NA
"rep2_rep18",NA
"rep2_rep19",NA
"rep2_rep20",NA
"rep3_rep4",NA
"rep3_rep5",NA
"rep3_rep6",NA
"rep3_rep7",NA
"rep3_rep8",NA
"rep3_rep9",NA
"rep3_rep10",NA
"rep3_rep11",NA
"rep3_rep12",NA
"rep3_rep13",NA
"rep3_rep14",NA
"rep3_rep15",NA
"rep3_rep16",NA
"rep3_rep17",NA
"rep3_rep18",NA
"rep3_rep19",NA
"rep3_rep20",NA
"rep4_rep5",NA
"rep4_rep6",NA
"rep4_rep7",NA
"rep4_rep8",NA
"rep4_rep9",NA
"rep4_rep10",NA
"rep4_rep11",NA
"rep4_rep12",NA
"rep4_rep13",NA
"rep4_rep14",NA
"rep4_rep15",NA
"rep4_rep16",NA
"rep4_rep17",NA
"rep4_rep18",NA
"rep4_rep19",NA
"rep4_rep20",NA
"rep5_rep6",NA
"rep5_rep7",NA
"rep5_rep8",NA
"rep5_rep9",NA
"rep5_rep10",NA
"rep5_rep11",NA
"rep5_rep12",NA
"rep5_rep13",NA
"rep5_rep14",NA
"rep5_rep15",NA
"rep5_rep16",NA
"rep5_rep17",NA
"rep5_rep18",NA
"rep5_rep19",NA
"rep5_rep20",NA
"rep6_rep7",NA
"rep6_rep8",NA
"rep6_rep9",NA
"rep6_rep10",NA
"rep6_rep11",NA
"rep6_rep12",NA
"rep6_rep13",NA
"rep6_rep14",NA
"rep6_rep15",NA
"rep6_rep16",NA
"rep6_rep17",NA
"rep6_rep18",NA
"rep6_rep19",NA
"rep6_rep20",NA
"rep7_rep8",NA
"rep7_rep9",NA
"rep7_rep10",NA
"rep7_rep11",NA
"rep7_rep12",NA
"rep7_rep13",NA
"rep7_rep14",NA
"rep7_rep15",NA
"rep7_rep16",NA
"rep7_rep17",NA
"rep7_rep18",NA
"rep7_rep19",NA
"rep7_rep20",NA
"rep8_rep9",NA
"rep8_rep10",NA
"rep8_rep11",NA
"rep8_rep12",NA
"rep8_rep13",NA
"rep8_rep14",NA
"rep8_rep15",NA
"rep8_rep16",NA
"rep8_rep17",NA
"rep8_rep18",NA
"rep8_rep19",NA
"rep8_rep20",NA
"rep9_rep10",NA
"rep9_rep11",NA
"rep9_rep12",NA
"rep9_rep13",NA
"rep9_rep14",NA
"rep9_rep15",NA
"rep9_rep16",NA
"rep9_rep17",NA
"rep9_rep18",NA
"rep9_rep19",NA
"rep9_rep20",NA
"rep10_rep11",NA
"rep10_rep12",NA
"rep10_rep13",NA
"rep10_rep14",NA
"rep10_rep15",NA
"rep10_rep16",NA
"rep10_rep17",NA
"rep10_rep18",NA
"rep10_rep19",NA
"rep10_rep20",NA
"rep11_rep12",NA
"rep11_rep13",NA
"rep11_rep14",NA
"rep11_rep15",NA
"rep11_rep16",NA
"rep11_rep17",NA
"rep11_rep18",NA
"rep11_rep19",NA
"rep11_rep20",NA
"rep12_rep13",NA
"rep12_rep14",NA
"rep12_rep15",NA
"rep12_rep16",NA
"rep12_rep17",NA
"rep12_rep18",NA
"rep12_rep19",NA
"rep12_rep20",NA
"rep13_rep14",NA
"rep13_rep15",NA
"rep13_rep16",NA
"rep13_rep17",NA
"rep13_rep18",NA
"rep13_rep19",NA
"rep13_rep20",NA
"rep14_rep15",NA
"rep14_rep16",NA
"rep14_rep17",NA
"rep14_rep18",NA
"rep14_rep19",NA
"rep14_rep20",NA
"rep15_rep16",NA
"rep15_rep17",NA
"rep15_rep18",NA
"rep15_rep19",NA
"rep15_rep20",NA
"rep16_rep17",NA
"rep16_rep18",NA
"rep16_rep19",NA
"rep16_rep20",NA
"rep17_rep18",NA
"rep17_rep19",NA
"rep17_rep20",NA
"rep18_rep19",NA
"rep18_rep20",NA
"rep19_rep20",NA
